Geneid,RNA-seq_Gametocyte_WT_1,RNA-seq_Gametocyte_WT_2,RNA-seq_Gametocyte_WT_3,RNA-seq_gSNF2_KO_1,RNA-seq_gSNF2_KO_2,RNA-seq_gSNF2_KO_3
PBANKA_0403800,2451,1164,484,471,1033,248
PBANKA_0403900,1169,930,902,523,2595,236
PBANKA_0404000,5733,1435,384,604,2259,434
PBANKA_0404100,4051,2369,727,758,1387,444
PBANKA_0404200,3343,2351,941,914,2015,654
PBANKA_0404300,6541,2427,556,522,1804,793
PBANKA_0404400,1839,1222,339,759,1154,334
PBANKA_0404500,619,308,118,125,275,74
PBANKA_0404600,1147,757,322,337,909,220
PBANKA_0404700,4215,3155,1248,1643,3555,944
PBANKA_0404800,8067,3765,1239,1410,2532,911
PBANKA_0404900,2468,1563,428,587,1075,243
PBANKA_0405000,568,470,324,278,1084,98
PBANKA_0405100,1068,891,415,404,1352,122
PBANKA_0405200,3758,1951,865,879,1804,942
PBANKA_0405300,4165,3274,1675,2398,5429,1271
PBANKA_0405310,7,8,1,8,24,2
PBANKA_0405400,3683,2802,1916,1168,7985,721
PBANKA_0405500,6210,3930,1441,1190,2572,617
PBANKA_0405600,3816,1731,471,276,875,243
PBANKA_0405700,1206,1051,290,255,819,211
PBANKA_0405800,1134,672,227,154,457,100
PBANKA_0405900,755,330,92,153,404,84
PBANKA_0406000,17460,8260,397,3042,6984,2490
PBANKA_0406100,1304,548,219,135,590,185
PBANKA_0406200,10799,2419,98,207,899,315
PBANKA_0406300,2358,931,356,116,323,168
PBANKA_0406400,2219,625,89,158,600,152
PBANKA_0406500,3018,1419,565,760,1504,699
PBANKA_0406600,312,197,65,40,182,19
PBANKA_0406650,11,26,35,40,97,44
PBANKA_0406700,547,417,189,139,535,53
PBANKA_0406800,1034,652,185,127,452,76
PBANKA_0406900,618,890,132,239,772,33
PBANKA_0407000,706,644,174,146,406,199
PBANKA_0407100,4056,2076,632,842,1707,614
PBANKA_0407200,2927,1613,499,574,1628,454
PBANKA_0407300,2246,2074,710,454,2029,365
PBANKA_0407400,17796,5135,209,1395,4490,1539
PBANKA_0407500,1555,663,183,247,528,308
PBANKA_0407550,13,4,5,5,20,1
PBANKA_0407600,5048,2242,785,929,1938,384
PBANKA_0407700,4346,3847,2432,2333,6975,1231
PBANKA_0407800,1215,745,212,132,449,125
PBANKA_0407900,810,661,345,317,972,179
PBANKA_0408000,1262,424,176,105,476,106
PBANKA_0408100,969,1026,336,174,958,85
PBANKA_0408200,2630,2948,807,663,1670,697
PBANKA_0408300,17575,5016,782,916,3807,969
PBANKA_0408400,12143,4468,1308,1834,3564,1432
PBANKA_0408500,343,51,26,62,131,34
PBANKA_0408600,581,347,154,128,447,73
PBANKA_0408700,1299,654,242,181,813,184
PBANKA_0408800,990,612,257,202,559,197
PBANKA_0408900,2504,704,255,215,795,115
PBANKA_0409000,295,82,28,32,108,28
PBANKA_0409100,736,382,134,124,292,104
PBANKA_0409200,1233,396,138,97,325,73
PBANKA_0409300,7142,3244,693,1048,2247,676
PBANKA_0409400,60107,12688,224,1707,19403,3306
PBANKA_0409500,1560,836,319,279,1268,161
PBANKA_0409600,1102,405,158,155,475,104
PBANKA_0409700,8734,11709,2238,5687,12404,2695
PBANKA_0409800,4927,1670,549,577,1792,301
PBANKA_0409900,655,328,125,113,806,60
PBANKA_0410000,548,533,212,312,658,194
PBANKA_0410100,1173,387,112,202,337,106
PBANKA_0410200,1012,289,164,131,396,82
PBANKA_0410300,2557,1058,353,291,795,165
PBANKA_0410400,3817,2686,767,797,1707,384
PBANKA_0410500,3691,1596,515,682,1626,253
PBANKA_0410541,13,21,31,35,21,21
PBANKA_0410561,4,1,1,4,2,18
PBANKA_0410600,3723,1989,669,747,1155,496
PBANKA_0410650,384,232,82,54,109,32
PBANKA_0410700,754,378,107,57,250,47
PBANKA_0410800,791,377,153,130,311,95
PBANKA_0410900,292,145,50,55,227,40
PBANKA_0411000,123,34,16,24,113,13
PBANKA_0411100,529,279,96,61,202,56
PBANKA_0411200,741,377,104,124,263,110
PBANKA_0411300,8670,7159,1168,983,2925,653
PBANKA_0411400,2196,1419,780,375,921,188
PBANKA_0411500,1513,699,268,199,579,149
PBANKA_0411600,2071,530,236,196,719,140
PBANKA_0411700,2110,1680,645,353,1219,204
PBANKA_0411800,604,385,188,254,504,141
PBANKA_0411900,138,59,33,69,102,72
PBANKA_0411950,2186,846,272,125,398,103
PBANKA_0412000,128,44,25,34,72,19
PBANKA_0412100,3761,2555,824,739,1404,336
PBANKA_0412200,1277,709,251,99,337,66
PBANKA_0412300,1164,712,193,162,605,198
PBANKA_0412400,202,91,21,20,55,24
PBANKA_0412500,1059,261,115,89,300,116
PBANKA_0412600,364,96,39,34,102,22
PBANKA_0412700,353,167,65,32,274,15
PBANKA_0412800,2243,1341,372,462,910,284
PBANKA_0412900,7622,5398,259,1840,3805,1476
PBANKA_0413000,3353,842,341,207,605,126
PBANKA_0413200,515,152,71,28,218,13
PBANKA_0413300,2026,807,296,331,807,167
PBANKA_0413400,2667,2136,770,1060,1551,978
PBANKA_0413500,10162,6032,1738,1949,4191,1332
PBANKA_0413600,481,269,124,97,270,42
PBANKA_0413700,264,212,81,81,152,55
PBANKA_0413800,403,318,91,106,197,119
PBANKA_0413900,612,192,76,63,143,53
PBANKA_0414000,2787,803,221,288,985,328
PBANKA_0414100,8033,3390,1045,941,2494,753
PBANKA_0414200,864,407,132,69,279,51
PBANKA_0414300,1953,1098,367,153,686,151
PBANKA_0414400,1427,918,453,545,1217,182
PBANKA_0414500,1778,1316,591,436,946,355
PBANKA_0414600,4622,2949,949,856,2120,618
PBANKA_0414700,3995,1617,628,429,1317,307
PBANKA_0414800,708,635,118,265,569,144
PBANKA_0414900,2127,920,244,162,722,133
PBANKA_0415000,3107,1249,459,101,652,78
PBANKA_0415100,611,206,106,176,347,73
PBANKA_0415200,1244,907,321,401,831,195
PBANKA_0415300,2574,712,238,211,845,137
PBANKA_0415400,2763,898,161,369,1116,286
PBANKA_0415500,3086,852,310,245,809,147
PBANKA_0415600,2771,822,324,398,1067,185
PBANKA_0415700,5705,5019,1979,2765,5085,1044
PBANKA_0415800,4460,926,310,92,406,49
PBANKA_0415900,619,138,58,35,133,15
PBANKA_0416000,9051,2276,1457,1251,2083,398
PBANKA_0416100,81807,14172,464,520,4139,430
PBANKA_0416200,3556,1198,451,716,1406,592
PBANKA_0416300,5534,2184,303,1271,1945,927
PBANKA_0416400,966,639,184,141,360,119
PBANKA_0416500,7523,1936,375,673,1931,434
PBANKA_0416600,11699,5304,1575,453,1652,231
PBANKA_0416700,697,322,132,99,233,44
PBANKA_0416800,3383,881,154,378,948,174
PBANKA_0416900,251,162,77,45,336,20
PBANKA_0417000,1197,578,224,199,637,125
PBANKA_0417100,2418,754,193,161,503,213
PBANKA_0417200,43240,42089,9616,8876,20952,7122
PBANKA_0417300,2653,1146,338,316,845,253
PBANKA_0417400,4926,3092,993,611,1688,327
PBANKA_0417500,3635,2480,738,966,1637,818
PBANKA_0417600,43553,20814,4263,5616,17024,5624
PBANKA_0417700,5687,3539,1121,2088,2787,1081
PBANKA_0417800,4609,2185,425,294,1369,239
PBANKA_0417900,2614,708,215,243,718,192
PBANKA_0418000,6303,1558,183,496,1506,302
PBANKA_0418100,5853,1640,175,505,1774,443
PBANKA_0418200,3415,2434,786,784,1798,442
PBANKA_0418300,3507,1913,678,625,1571,383
PBANKA_0418400,206,148,35,25,101,16
PBANKA_0418500,276,218,41,65,194,42
PBANKA_0500100,0,0,0,0,0,0
PBANKA_0500200,0,0,0,0,0,0
PBANKA_0500600,0,0,0,0,0,0
PBANKA_0500700,82,61,38,3,6,0
PBANKA_0500721,0,1,0,0,0,0
PBANKA_0500741,0,0,0,0,0,0
PBANKA_0500781,2,1,0,0,0,0
PBANKA_0500950,0,2,0,0,0,0
PBANKA_0500971,109,97,38,5,7,5
PBANKA_0501000,11,12,0,4,14,1
PBANKA_0501051,0,0,0,0,0,0
PBANKA_0501100,3455,1689,744,425,1055,243
PBANKA_0501200,369,312,105,195,245,80
PBANKA_0501300,8306,3903,853,485,1250,209
PBANKA_0501400,272,81,41,21,88,5
PBANKA_0501500,607,279,112,76,269,47
PBANKA_0501600,719,457,138,131,325,98
PBANKA_0501700,3054,2390,633,491,1227,319
PBANKA_0501800,922,549,201,154,649,54
PBANKA_0501900,910,243,77,59,214,54
PBANKA_0502000,13809,9215,2192,1919,6289,1222
PBANKA_0502100,1055,369,142,109,378,56
PBANKA_0502200,2131,815,351,248,644,113
PBANKA_0502300,519,161,60,52,171,36
PBANKA_0502400,911,401,141,61,230,5
PBANKA_0502500,54597,17344,2435,5436,17670,2353
PBANKA_0502600,2494,949,411,291,702,235
PBANKA_0502650,13703,12898,4135,3038,13627,1865
PBANKA_0502700,4523,2965,1590,696,4635,695
PBANKA_0502800,9887,2550,708,656,2674,375
PBANKA_0502900,2682,786,289,188,711,88
PBANKA_0503000,940,543,149,140,520,109
PBANKA_0503100,634,354,120,158,365,117
PBANKA_0503200,8918,2910,308,1195,3746,925
PBANKA_0503300,45780,15662,2040,4395,14399,3104
PBANKA_0503400,271,194,67,51,131,31
PBANKA_0503500,62151,13873,4350,6025,16226,3642
PBANKA_0503600,2801,1803,462,583,1453,390
PBANKA_0503700,2966,1413,495,337,974,239
PBANKA_0503800,8692,3608,911,1054,3039,475
PBANKA_0503900,834,278,95,50,334,53
PBANKA_0504000,6418,1993,712,775,1550,362
PBANKA_0504100,793,743,293,159,612,97
PBANKA_0504200,1048,682,220,100,404,71
PBANKA_0504300,3598,2224,830,511,1450,90
PBANKA_0504400,64407,27277,7103,7800,21221,8821
PBANKA_0504500,1929,943,280,179,695,210
PBANKA_0504600,314,155,87,56,149,28
PBANKA_0504700,349,90,56,41,82,26
PBANKA_0504800,4973,2476,822,210,447,83
PBANKA_0504900,1305,490,221,137,437,111
PBANKA_0505000,226,277,71,120,199,104
PBANKA_0505100,3402,2277,717,1357,1345,928
PBANKA_0505200,2962,2313,1213,1115,3949,585
PBANKA_0505300,594,173,79,87,236,70
PBANKA_0505400,5753,3057,955,496,1909,429
PBANKA_0505500,2151,1280,481,333,1060,197
PBANKA_0505600,1193,642,292,249,551,126
PBANKA_0505700,2913,1145,373,345,1160,217
PBANKA_0505800,5026,3876,1200,1338,2503,889
PBANKA_0505900,8753,2738,449,1123,3472,914
PBANKA_0506000,4815,1620,162,416,1248,274
PBANKA_0506100,10069,2838,182,636,2232,437
PBANKA_0506200,3069,1123,145,300,772,112
PBANKA_0506300,833,629,250,243,478,110
PBANKA_0506400,297,118,83,84,182,37
PBANKA_0506500,1374,1022,356,201,890,127
PBANKA_0506600,14175,9228,2581,2921,5177,2682
PBANKA_0506700,5600,3261,975,996,2863,412
PBANKA_0506800,2489,1007,275,274,784,197
PBANKA_0506900,7976,4638,1406,747,3015,481
PBANKA_0507000,3530,1386,366,175,485,193
PBANKA_0507100,1817,1598,1585,2447,4297,1062
PBANKA_0507200,555,350,131,98,392,63
PBANKA_0507300,57006,8889,309,1998,9701,1106
PBANKA_0507400,943,444,158,94,483,53
PBANKA_0507500,314,300,125,105,402,47
PBANKA_0507600,487,263,73,58,229,49
PBANKA_0507700,689,213,91,37,176,9
PBANKA_0507800,6306,3459,1040,97,409,36
PBANKA_0507900,2909,1307,365,58,79,21
PBANKA_0508000,27,12,4,1,10,7
PBANKA_0508100,36042,8987,329,2204,8836,2518
PBANKA_0508200,222,105,48,28,118,10
PBANKA_0508300,1086,745,164,106,449,107
PBANKA_0508400,551,387,177,123,383,74
PBANKA_0508500,1248,629,265,104,763,73
PBANKA_0508600,4619,2713,781,279,977,68
PBANKA_0508700,646,325,143,135,306,62
PBANKA_0508800,801,337,131,158,537,99
PBANKA_0508900,945,527,215,89,486,100
PBANKA_0509000,13267,3338,1174,1090,3158,773
PBANKA_0509100,1162,411,175,141,505,88
PBANKA_0509200,4854,2288,796,754,1822,576
PBANKA_0509300,6422,3608,1189,1408,2458,1079
PBANKA_0509400,320,163,65,66,143,34
PBANKA_0509500,6225,2139,798,856,2537,500
PBANKA_0509600,656,188,67,82,218,45
PBANKA_0509700,11887,3180,981,628,2256,504
PBANKA_0509800,1206,504,171,20,236,21
PBANKA_0509900,2550,1165,405,156,560,100
PBANKA_0510000,1587,1346,404,502,1664,224
PBANKA_0510100,9016,4649,751,1038,3506,577
PBANKA_0510200,1724,1703,535,148,1156,99
PBANKA_0510300,8600,3866,1349,783,5412,385
PBANKA_0510400,3886,2425,691,599,1928,355
PBANKA_0510500,1185,343,103,103,297,86
PBANKA_0510600,3409,1531,474,104,299,116
PBANKA_0510700,52,33,15,9,40,8
PBANKA_0510800,4801,2572,322,494,1611,389
PBANKA_0510900,5014,4089,1381,2562,4182,1126
PBANKA_0511000,68,35,8,12,30,5
PBANKA_0511100,681,294,105,89,305,37
PBANKA_0511200,1864,1159,341,321,820,167
PBANKA_0511300,834,620,136,194,573,107
PBANKA_0511400,2981,3069,820,593,1587,448
PBANKA_0511500,822,681,211,240,470,200
PBANKA_0511600,137,80,56,80,123,33
PBANKA_0511700,10024,7529,2157,1532,6389,1413
PBANKA_0511800,2325,1664,493,629,1312,340
PBANKA_0511900,8427,4362,1775,2191,4677,913
PBANKA_0512000,12259,13523,4611,5590,13504,3566
PBANKA_0512100,513,294,107,140,296,65
PBANKA_0512200,1242,628,339,537,1410,156
PBANKA_0512300,746,501,217,209,663,119
PBANKA_0512400,1637,921,313,149,716,86
PBANKA_0512500,2454,1773,470,335,1153,200
PBANKA_0512600,1143,712,247,183,701,123
PBANKA_0512700,3180,2568,865,1015,2000,455
PBANKA_0512800,10103,5991,2150,3179,4811,1274
PBANKA_0512900,1834,2009,1329,891,4044,507
PBANKA_0513000,1293,1210,396,342,810,228
PBANKA_0513100,573,331,129,76,293,83
PBANKA_0513200,411,204,79,81,214,45
PBANKA_0513300,569,222,74,74,237,64
PBANKA_0513400,727,410,149,135,382,91
PBANKA_0513500,194,65,50,14,198,28
PBANKA_0513600,3491,2028,649,357,1335,292
PBANKA_0513700,88,59,28,9,48,26
PBANKA_0513800,1222,599,225,243,423,144
PBANKA_0513900,19042,6329,2186,1161,4232,969
PBANKA_0514000,714,971,548,566,1325,455
PBANKA_0514100,4246,1835,386,734,1606,400
PBANKA_0514200,739,719,294,269,814,170
PBANKA_0514300,34275,10782,3122,3801,11801,2279
PBANKA_0514400,298,191,83,67,192,38
PBANKA_0514500,1841,477,235,99,708,57
PBANKA_0514600,481,231,91,48,202,44
PBANKA_0514700,176,80,43,14,88,14
PBANKA_0514800,1616,1523,417,326,814,240
PBANKA_0514900,445582,441773,113913,145948,287017,64518
PBANKA_0515000,321311,384781,93057,164075,318776,81126
PBANKA_0515100,205,68,62,48,472,18
PBANKA_0515200,832,612,224,217,329,225
PBANKA_0515300,4452,2542,707,662,1660,469
PBANKA_0515350,620,256,94,102,293,90
PBANKA_0515400,3192,2231,641,588,1530,428
PBANKA_0515500,406,230,63,85,199,92
PBANKA_0515600,119,70,41,37,80,31
PBANKA_0515700,456,257,72,41,225,23
PBANKA_0515800,625,224,98,87,309,77
PBANKA_0515900,11457,4136,1269,935,2930,661
PBANKA_0516000,5075,4267,1032,834,2554,490
PBANKA_0516100,1471,676,259,187,640,126
PBANKA_0516200,2422,1501,524,460,963,268
PBANKA_0516300,1932,1261,624,827,1371,421
PBANKA_0516400,748,360,114,207,421,130
PBANKA_0516500,3305,1640,536,622,1716,502
PBANKA_0516600,2093,1184,439,207,716,152
PBANKA_0516700,1178,409,139,116,447,104
PBANKA_0516800,886,499,159,139,297,65
PBANKA_0516900,10046,3671,212,821,3283,877
PBANKA_0517000,11546,7757,4809,4435,13018,1384
PBANKA_0517100,388,410,150,86,199,43
PBANKA_0517200,1341,644,240,182,501,82
PBANKA_0517300,1569,479,158,128,360,132
PBANKA_0517400,5034,2295,511,701,1415,442
PBANKA_0517500,3607,2439,1177,1296,3215,508
PBANKA_0517600,49024,34905,9781,16928,22465,9099
PBANKA_0517700,2108,1419,462,544,812,222
PBANKA_0517800,1511,759,202,206,544,186
PBANKA_0517900,772,426,154,118,303,85
PBANKA_0518000,1662,1190,358,418,772,174
PBANKA_0518100,346,332,93,53,215,53
PBANKA_0518200,2499,1565,391,920,1435,404
PBANKA_0518300,2566,1335,449,378,1117,285
PBANKA_0518400,452,337,120,127,282,72
PBANKA_0518500,8856,8938,2243,2099,4455,999
PBANKA_0518600,425,417,108,75,393,39
PBANKA_0518700,5378,2700,959,851,1966,615
PBANKA_0518800,572,227,73,74,194,41
PBANKA_0518900,434,385,95,85,214,71
PBANKA_0519000,3406,1324,145,873,1573,577
PBANKA_0519100,1225,883,315,386,644,135
PBANKA_0519200,828,740,223,421,513,168
PBANKA_0519300,866,712,251,334,526,73
PBANKA_0519400,3311,1322,425,1002,1032,374
PBANKA_0519500,366,270,74,46,152,24
PBANKA_0519600,764,716,261,212,522,153
PBANKA_0519700,1375,897,376,439,929,319
PBANKA_0519800,2269,1221,496,631,1344,356
PBANKA_0519900,17756,5859,268,1353,5594,1676
PBANKA_0520000,1151,462,184,138,325,114
PBANKA_0520100,3186,1359,363,322,957,386
PBANKA_0520200,5714,4165,1756,1714,4035,837
PBANKA_0520300,1147,360,117,94,381,56
PBANKA_0520400,2330,1220,377,463,891,282
PBANKA_0520500,1526,703,199,198,416,211
PBANKA_0520600,674,399,152,39,304,17
PBANKA_0520700,6269,2863,855,231,1121,220
PBANKA_0520800,752,229,73,51,220,45
PBANKA_0520900,2743,1883,552,558,1340,344
PBANKA_0521000,1197,232,101,66,257,37
PBANKA_0521100,256,125,35,31,129,23
PBANKA_0521200,5522,2174,983,164,994,114
PBANKA_0521221,155,2122,1684,2353,987,545
PBANKA_0521241,380,58,43,138,131,13
PBANKA_0521261,6073,7154,3475,4813,4945,986
PBANKA_0521300,10041,1978,117,542,3046,822
PBANKA_0521400,1024,405,155,97,475,122
PBANKA_0521500,1746,460,161,109,395,88
PBANKA_0521600,1029,397,188,149,485,90
PBANKA_0521700,10946,3798,277,771,4043,787
PBANKA_0521800,211,93,56,38,93,12
PBANKA_0521900,2099,1025,341,155,673,74
PBANKA_0522000,1302,746,288,238,874,111
PBANKA_0522100,7245,1785,581,58,90,41
PBANKA_0522200,5986,4313,1343,520,3192,281
PBANKA_0522300,1762,305,149,398,1121,290
PBANKA_0522400,1741,1766,576,399,1416,274
PBANKA_0522500,990,445,133,104,409,73
PBANKA_0522600,13884,4118,207,707,5039,983
PBANKA_0522700,53511,29837,15345,16040,29155,8079
PBANKA_0522800,5606,3451,1074,828,2679,630
PBANKA_0522900,5309,1421,309,689,1653,506
PBANKA_0523000,194,64,33,50,71,29
PBANKA_0523100,1029,642,231,165,436,114
PBANKA_0523200,226,128,55,54,145,35
PBANKA_0523300,810,419,182,106,450,43
PBANKA_0523400,534,315,100,54,210,29
PBANKA_0523500,192,49,34,57,127,26
PBANKA_0523600,2516,1797,563,424,1385,301
PBANKA_0523700,812,1114,340,70,240,21
PBANKA_0523800,234,222,171,92,275,32
PBANKA_0523900,86535,80810,27641,31274,72700,16319
PBANKA_0524000,1945,454,156,180,648,166
PBANKA_0524100,264,150,53,26,143,18
PBANKA_0524200,4831,3604,2256,1796,4353,930
PBANKA_0524300,11001,7150,2475,4261,5779,1263
PBANKA_0524400,668,332,117,77,178,24
PBANKA_0524500,85,36,14,9,28,3
PBANKA_0524600,1455,735,265,120,466,92
PBANKA_0524700,11733,4330,1250,1256,2822,1227
PBANKA_0524800,5408,3336,2365,2128,4655,902
PBANKA_0524821,1,0,1,0,0,0
PBANKA_0524841,11,9,2,1,5,0
PBANKA_0600011,1,1,0,0,0,1
PBANKA_0600021,0,0,0,0,0,0
PBANKA_0600031,276,87,27,110,125,21
PBANKA_0600041,85,28,12,21,39,16
PBANKA_0600051,1269,1054,257,400,883,178
PBANKA_0600061,137,41,22,7,48,6
PBANKA_0600071,9,5,0,0,6,0
PBANKA_0600081,175,35,4,40,91,5
PBANKA_0600086,502,253,73,15,46,4
PBANKA_0600091,9,2,1,1,5,1
PBANKA_0600096,8,0,0,2,5,1
PBANKA_0600100,300,123,39,51,99,7
PBANKA_0600200,180,101,36,20,51,6
PBANKA_0600251,419,205,77,20,117,4
PBANKA_0600300,223,97,35,36,96,7
PBANKA_0600351,194,132,2,6,29,35
PBANKA_0600400,858,915,357,301,827,121
PBANKA_0600500,887,474,160,78,287,44
PBANKA_0600600,63072,26451,11486,5086,10969,388
PBANKA_0600700,1992,697,288,62,441,18
PBANKA_0600800,1479,758,198,209,538,93
PBANKA_0600900,2448,1393,444,437,927,105
PBANKA_0601000,2486,1042,289,334,693,209
PBANKA_0601100,7903,5994,1674,1739,3397,844
PBANKA_0601200,30036,4765,253,665,3251,667
PBANKA_0601300,1300,848,206,263,623,85
PBANKA_0601500,999,430,250,304,806,191
PBANKA_0601600,12260,4309,306,1884,3931,1595
PBANKA_0601700,717,478,227,81,568,55
PBANKA_0601800,402,309,94,83,348,33
PBANKA_0601900,4490,3717,1109,605,1778,429
PBANKA_0602000,10651,4412,1252,1692,3520,959
PBANKA_0602100,1103,577,179,97,437,38
PBANKA_0602200,245,121,46,29,127,11
PBANKA_0602300,4546,1651,625,484,1588,223
PBANKA_0602400,3703,1408,539,458,1410,307
PBANKA_0602500,637,412,133,102,320,85
PBANKA_0602600,319,257,86,43,215,34
PBANKA_0602700,7388,3526,1240,1488,2627,905
PBANKA_0602800,27559,26037,9554,14908,21594,7856
PBANKA_0602900,2695,1691,446,17,89,30
PBANKA_0603000,4716,2396,853,108,380,114
PBANKA_0603100,105,50,20,28,66,29
PBANKA_0603200,2438,1326,814,457,2122,223
PBANKA_0603300,17702,11446,4025,3391,11619,2280
PBANKA_0603400,353,155,79,62,199,30
PBANKA_0603500,136,82,35,16,84,19
PBANKA_0603600,372,285,147,179,367,65
PBANKA_0603650,862,708,266,246,639,147
PBANKA_0603700,4975,3557,1291,377,789,194
PBANKA_0603800,326,96,58,30,83,24
PBANKA_0603900,237,195,67,43,156,19
PBANKA_0604000,240,63,29,19,97,12
PBANKA_0604100,2792,1072,342,347,906,217
PBANKA_0604200,8989,3544,885,990,2860,899
PBANKA_0604300,21314,12495,4688,3754,7925,3499
PBANKA_0604400,2112,644,227,319,765,269
PBANKA_0604500,13596,3725,319,1024,3998,794
PBANKA_0604600,10591,5957,328,942,3569,602
PBANKA_0604700,1316,659,197,107,463,63
PBANKA_0604800,6450,2072,629,690,1556,424
PBANKA_0604900,1223,387,38,97,508,180
PBANKA_0605000,130,71,45,26,80,20
PBANKA_0605100,4350,2868,658,363,1548,338
PBANKA_0605200,4021,1921,277,758,1446,444
PBANKA_0605300,4743,2133,539,514,1393,440
PBANKA_0605400,554,121,72,37,183,38
PBANKA_0605500,4425,1465,478,311,1515,252
PBANKA_0605600,45233,13206,507,2344,9604,1545
PBANKA_0605700,4025,2087,617,520,1684,395
PBANKA_0605800,9926,9995,2849,5157,18349,1962
PBANKA_0605900,1867,1255,311,513,679,387
PBANKA_0606000,404,276,66,103,155,67
PBANKA_0606100,616,250,85,66,176,74
PBANKA_0606200,65340,54155,13654,18637,31177,12997
PBANKA_0606300,8562,4725,609,641,1682,275
PBANKA_0606400,567,287,106,75,343,36
PBANKA_0606500,234,174,105,43,279,11
PBANKA_0606600,4306,1186,98,396,1327,440
PBANKA_0606700,1379,414,54,80,622,75
PBANKA_0606800,992,440,107,82,360,76
PBANKA_0606900,1888,707,189,167,624,169
PBANKA_0607000,6771,2376,716,844,1950,600
PBANKA_0607100,436,336,99,65,375,31
PBANKA_0607200,247,125,57,34,151,31
PBANKA_0607300,3957,1851,745,432,1226,290
PBANKA_0607400,16078,5731,1058,1890,4820,1191
PBANKA_0607500,337,186,41,29,91,25
PBANKA_0607600,1837,1582,712,1164,2119,504
PBANKA_0607700,16544,8161,542,1413,6409,1275
PBANKA_0607800,5145,1923,608,382,1705,341
PBANKA_0607900,2243,777,349,228,628,253
PBANKA_0608000,1249,1002,364,377,902,208
PBANKA_0608100,1157,710,226,199,509,85
PBANKA_0608200,1494,637,255,281,903,59
PBANKA_0608300,1393,694,233,152,522,167
PBANKA_0608400,619,468,128,113,273,67
PBANKA_0608500,1549,1152,380,449,1042,367
PBANKA_0608600,137231,54624,15651,13806,48383,7777
PBANKA_0608700,354,127,50,63,213,38
PBANKA_0608800,440,245,81,29,205,29
PBANKA_0608900,1285,277,129,106,471,62
PBANKA_0609000,376,114,70,35,248,20
PBANKA_0609100,4658,1892,252,658,1972,460
PBANKA_0609200,961,448,219,183,655,96
PBANKA_0609250,1,1,1,4,9,2
PBANKA_0609300,760,258,64,43,181,42
PBANKA_0609500,104255,43987,1154,14139,33799,7218
PBANKA_0609600,152,166,76,40,116,100
PBANKA_0609700,1545,438,148,206,653,138
PBANKA_0609800,1199,449,136,111,481,126
PBANKA_0609900,4674,2945,1050,1345,2016,1107
PBANKA_0610000,1463,515,160,128,440,91
PBANKA_0610100,6377,2159,217,592,2582,448
PBANKA_0610200,14574,12632,2331,4924,10567,2234
PBANKA_0610300,2974,1765,718,334,2015,201
PBANKA_0610400,11228,4131,214,1416,3404,1404
PBANKA_0610500,1205,914,251,88,651,61
PBANKA_0610600,2352,1722,550,522,1085,318
PBANKA_0610700,1390,672,223,213,481,111
PBANKA_0610800,2425,878,331,261,732,154
PBANKA_0610900,5040,2364,805,1104,1958,820
PBANKA_0611000,599,227,89,91,244,33
PBANKA_0611100,1439,521,173,185,496,79
PBANKA_0611200,122,30,7,20,47,33
PBANKA_0611300,1210,535,233,196,676,164
PBANKA_0611400,1018,425,144,88,317,64
PBANKA_0611500,570,585,165,89,277,40
PBANKA_0611600,132874,73081,10759,25004,42104,15791
PBANKA_0611700,687,349,178,133,258,66
PBANKA_0611800,4468,1538,565,319,1300,193
PBANKA_0611900,1369,889,297,188,1037,82
PBANKA_0612000,120,32,10,21,43,12
PBANKA_0612100,723,243,187,150,770,84
PBANKA_0612200,6710,2013,676,738,1914,491
PBANKA_0612300,4269,1178,423,386,1293,696
PBANKA_0612400,211722,90039,22101,18265,64368,15193
PBANKA_0612500,448,72,50,58,154,30
PBANKA_0612600,648,295,104,122,212,87
PBANKA_0612700,1538,624,226,161,728,162
PBANKA_0612800,2036,582,217,187,727,191
