Geneid	271KO_RNA_1.bam	271KO_RNA_2.bam	271KO_RNA_3.bam
PBANKA_1206300	3946	10168	9527
PBANKA_0802700	849	1575	1788
PBANKA_1409500	125	566	795
PBANKA_0313400	550	936	1559
PBANKA_1362200	292	646	630
PBANKA_1425800	747	1487	1546
PBANKA_0108000	152	455	487
PBANKA_1448200	2490	8872	8186
PBANKA_0518900	169	262	231
PBANKA_1413200	142	301	241
PBANKA_1313900	87	260	247
PBANKA_1201000	58	293	165
PBANKA_0924300	1088	3140	3172
PBANKA_1112800	442	1033	1236
PBANKA_1118100	459	1560	1825
PBANKA_1352400	664	1496	1437
PBANKA_0621000	676	1764	2054
PBANKA_1014000	312	1064	1147
PBANKA_1218900	497	1781	1325
PBANKA_1465881	0	0	0
PBANKA_1443300	1860	11330	6887
PBANKA_0211400	171	474	561
PBANKA_0936500	658	1929	1756
PBANKA_1211000	670	1465	1510
PBANKA_0503100	181	484	522
PBANKA_1104800	177	632	621
PBANKA_0315900	148	389	351
PBANKA_1000400	30	133	125
PBANKA_0304100	413	1235	1232
PBANKA_0414300	650	1336	1410
PBANKA_0517900	106	340	226
PBANKA_1001200	133	308	216
PBANKA_0821100	1309	2804	2734
PBANKA_1141600	221	637	814
PBANKA_0623000	633	3509	3631
PBANKA_1362300	682	2080	1902
PBANKA_1459700	323	624	631
PBANKA_1363300	333	967	1185
PBANKA_1333700	16051	28148	33193
PBANKA_1403250	2	17	18
PBANKA_0211900	379	1222	1096
PBANKA_1136700	4003	8290	9117
PBANKA_0309700	48	194	107
PBANKA_1351900	557	1986	1790
PBANKA_1015400	5242	13598	15786
PBANKA_0923700	229	826	975
PBANKA_0809900	158	494	410
PBANKA_0409600	251	744	633
PBANKA_0814900	37	118	98
PBANKA_0827900	142	482	432
PBANKA_0418000	1152	3513	2692
PBANKA_API00320	0	0	2
PBANKA_0007501	0	0	0
PBANKA_0700031	1	1	2
PBANKA_0923600	854	1406	1569
PBANKA_1134900	33680	61205	75558
PBANKA_0937750	3	3	7
PBANKA_1350300	603	1616	1596
PBANKA_1025900	660	1413	1355
PBANKA_1414800	2477	7391	10322
PBANKA_1231100	135	483	477
PBANKA_1100200	0	0	0
PBANKA_0902100	287	428	821
PBANKA_1317300	279	957	725
PBANKA_0503200	1742	4292	4118
PBANKA_1309750	21	48	92
PBANKA_0910000	1051	1894	2589
PBANKA_1030700	46	171	166
PBANKA_1206800	58	94	142
PBANKA_0827700	97	224	153
PBANKA_1465051	26	24	43
PBANKA_1344300	1617	4253	3908
PBANKA_1242900	159	450	506
PBANKA_1124700	183	351	485
PBANKA_1207600	72	296	217
PBANKA_0804400	1117	2295	2264
PBANKA_0807800	268	598	574
PBANKA_1332300	84	264	207
PBANKA_1317800	34	120	129
PBANKA_1034800	189	522	636
PBANKA_1457300	252	715	570
PBANKA_0933000	3201	6176	6086
PBANKA_0414000	408	897	932
PBANKA_0837081	4	16	12
PBANKA_1215100	237	780	1066
PBANKA_1240100	2317	4911	7042
PBANKA_0703910	0	0	0
PBANKA_0313900	198	451	565
PBANKA_0212000	212	407	562
PBANKA_1107200	818	1978	1855
PBANKA_API00085	0	0	0
PBANKA_1349600	339	922	685
PBANKA_1031000	269	554	550
PBANKA_0902600	84	210	227
PBANKA_0106900	196	371	289
PBANKA_1403600	91	340	266
PBANKA_0102100	1167	2317	3154
PBANKA_0826000	447	1154	1070
PBANKA_1140400	136	315	287
PBANKA_1118700	382	1504	1144
PBANKA_1355400	11	65	62
PBANKA_0504700	62	229	126
PBANKA_1305400	244	631	721
PBANKA_1212800	48	377	236
PBANKA_1126000	706	1621	1662
PBANKA_1202900	28	29	78
PBANKA_0710500	153	441	456
PBANKA_0608200	157	669	529
PBANKA_1417900	4886	9352	9842
PBANKA_0112100	1861	4768	4141
PBANKA_MIT02300	1	5	3
PBANKA_1451400	123	406	423
PBANKA_0600041	25	45	43
PBANKA_1414000	256	868	1092
PBANKA_0902900	8528	19383	29338
PBANKA_1326500	116	400	304
PBANKA_1022400	157	317	397
PBANKA_1404700	280	1041	844
PBANKA_1037700	27	141	82
PBANKA_0621400	1028	2784	2468
PBANKA_1215900	1453	3054	3125
PBANKA_1446200	177	502	470
PBANKA_1028200	4599	7744	8241
PBANKA_0505300	57	305	202
PBANKA_0813300	1478	3502	4345
PBANKA_0700521	0	2	0
PBANKA_1301900	269	731	874
PBANKA_0316861	63	177	134
PBANKA_1351500	210	538	760
PBANKA_0709900	152	286	358
PBANKA_1429400	1157	2663	2608
PBANKA_1350000	223	507	503
PBANKA_0612841	0	1	1
PBANKA_1425100	1534	4262	3432
PBANKA_1436100	304	779	645
PBANKA_1341600	174	529	388
PBANKA_API00390	0	0	5
PBANKA_1452800	1183	2111	1962
PBANKA_0507800	944	1630	1571
PBANKA_1404100	124	508	401
PBANKA_0910600	43	217	318
PBANKA_0707100	38083	67980	82149
PBANKA_1300051	0	0	0
PBANKA_0007300	0	0	0
PBANKA_0400500	988	2998	2234
PBANKA_1002000	1666	3012	2515
PBANKA_0209900	98	255	195
PBANKA_1023400	693	1648	1712
PBANKA_0907000	330	776	862
PBANKA_0720800	403	785	966
PBANKA_1241600	38	125	115
PBANKA_1416800	513	1062	1236
PBANKA_1206900	33896	74906	66646
PBANKA_0908800	1026	2032	1683
PBANKA_1204500	2123	5372	7204
PBANKA_0915800	177	429	433
PBANKA_1434800	2164	4900	5015
PBANKA_1213600	967	1891	1892
PBANKA_0507900	763	1463	1493
PBANKA_0913300	111	380	247
PBANKA_1019500	2626	7463	5763
PBANKA_1040000	429	910	831
PBANKA_0305100	3159	29318	17310
PBANKA_1401900	140	401	368
PBANKA_0504800	884	1747	1653
PBANKA_1343000	1045	2676	2636
PBANKA_1411300	3286	8093	7389
PBANKA_0903900	294	926	886
PBANKA_1319400	663	1472	1678
PBANKA_1246900	0	1	0
PBANKA_0837121	8	43	30
PBANKA_1333000	429	1124	1257
PBANKA_MIT01300	0	0	0
PBANKA_1449200	167	579	423
PBANKA_MIT03600	14	59	54
PBANKA_1120000	140	380	418
PBANKA_1400091	500	1070	1623
PBANKA_0616500	323	672	760
PBANKA_1003200	110	350	404
PBANKA_0506300	216	490	484
PBANKA_0924700	587	1503	1367
PBANKA_1416900	3262	6295	6091
PBANKA_0106700	214	604	533
PBANKA_0410561	0	1	5
PBANKA_1238400	724	2242	2518
PBANKA_0938500	1134	2780	2690
PBANKA_1466241	0	1	0
PBANKA_1441400	823	2710	2913
PBANKA_1203200	41	99	83
PBANKA_1422500	119	288	351
PBANKA_1134400	559	1005	1041
PBANKA_1423200	227	480	571
PBANKA_1019600	354	1059	990
PBANKA_1364250	0	0	0
PBANKA_0112500	312	1077	1128
PBANKA_1415400	7279	12833	14555
PBANKA_0510000	403	1550	1766
PBANKA_1143800	2940	6527	8017
PBANKA_0809500	54	110	176
PBANKA_1453200	1096	2816	2870
PBANKA_1430800	355	1323	1329
PBANKA_0833200	836	2074	2069
PBANKA_1234700	49	118	129
PBANKA_0809700	538	1434	1882
PBANKA_1210000	38	220	108
PBANKA_1402700	77	391	223
PBANKA_0825500	4798	9397	10276
PBANKA_0411300	2215	4771	3962
PBANKA_1439200	12950	31586	31927
PBANKA_1103400	1386	4466	4629
PBANKA_0214600	516	1910	2091
PBANKA_0936400	904	1741	1585
PBANKA_1233900	201	551	444
PBANKA_0211200	297	572	656
PBANKA_0413900	93	268	199
PBANKA_0201450	2	16	4
PBANKA_1138100	345	379	699
PBANKA_1217700	3712	9166	9533
PBANKA_1445000	1899	2613	3133
PBANKA_0619000	229	643	578
PBANKA_1220600	859	1690	1690
PBANKA_1109800	196	566	509
PBANKA_1440200	125	348	277
PBANKA_1411500	112	140	301
PBANKA_1100461	5	10	16
PBANKA_0836850	3	1	5
PBANKA_0710900	220	1033	926
PBANKA_1331000	119	476	544
PBANKA_1435000	40	67	136
PBANKA_1431300	620	1295	1467
PBANKA_0311200	244	845	824
PBANKA_1465600	79	152	133
PBANKA_0927200	640	1881	1494
PBANKA_0907200	665	1370	1526
PBANKA_0310400	274	571	536
PBANKA_0904100	505	1644	1960
PBANKA_0310900	1244	3928	3057
PBANKA_0722961	0	0	0
PBANKA_0932800	865	1904	2001
PBANKA_1035200	6655	11998	14556
PBANKA_0926400	72	210	171
PBANKA_1217800	361	1139	1381
PBANKA_0717700	191	673	408
PBANKA_0603600	87	469	416
PBANKA_1238100	1619	6847	6942
PBANKA_0108600	184	497	325
PBANKA_1411600	55	159	152
PBANKA_1103700	261	956	1577
PBANKA_API00228	0	0	0
PBANKA_1327900	1469	4372	3995
PBANKA_1444100	1845	4602	3699
PBANKA_0605100	714	1321	1333
PBANKA_1315200	19	148	131
PBANKA_1107400	1402	3824	3610
PBANKA_0825300	285	702	817
PBANKA_1407000	358	801	880
PBANKA_0717600	179	374	504
PBANKA_1427500	286	1224	1082
PBANKA_1018700	342	886	533
PBANKA_1128800	7482	17661	18895
PBANKA_0919200	143	693	708
PBANKA_1037000	183	496	497
PBANKA_1362500	106	402	403
PBANKA_1116700	379	1004	971
PBANKA_0900900	179	365	562
PBANKA_1120800	382	833	839
PBANKA_1031400	142	617	409
PBANKA_1317200	28728	50895	59441
PBANKA_0312600	150	617	726
PBANKA_0720000	991	1772	1792
PBANKA_0305900	21	191	101
PBANKA_1021500	106	487	327
PBANKA_0301500	300	583	505
PBANKA_0402600	366	454	632
PBANKA_0719800	1471	3464	4894
PBANKA_0819500	406	1052	1073
PBANKA_0523700	265	709	851
PBANKA_0835600	595	1763	1533
PBANKA_API00430	0	0	4
PBANKA_0836941	5	17	12
PBANKA_0522300	197	600	303
PBANKA_0522100	945	1962	2109
PBANKA_1201800	11049	20435	22775
PBANKA_1405000	3721	7126	7733
PBANKA_0610500	235	824	1128
PBANKA_1039100	231	601	635
PBANKA_1109900	2249	4485	5467
PBANKA_1014600	292	678	802
PBANKA_0836200	566	1757	1577
PBANKA_1322400	608	1593	1556
PBANKA_1146600	30	137	83
PBANKA_1036600	789	2936	2659
PBANKA_1240200	247	824	773
PBANKA_0939700	320	712	583
PBANKA_1218700	150	364	374
PBANKA_1203000	48	134	138
PBANKA_0415400	505	1164	1135
PBANKA_1245800	753	1848	2407
PBANKA_1463900	1451	3408	3932
PBANKA_0836600	48	165	196
PBANKA_0006900	0	0	0
PBANKA_1212700	4757	9629	9566
PBANKA_1459300	8368	32867	25864
PBANKA_0513700	14	57	107
PBANKA_0518000	204	514	512
PBANKA_1025400	179	660	609
PBANKA_1013700	269	895	1039
PBANKA_0510100	2757	5101	5882
PBANKA_0502800	1279	3033	3621
PBANKA_0931500	2042	5348	6226
PBANKA_1437700	6657	12810	15236
PBANKA_1457000	341	773	937
PBANKA_0622100	1869	4400	4886
PBANKA_1302400	629	1362	1322
PBANKA_1431400	4898	8210	8635
PBANKA_1461100	650	1917	1865
PBANKA_0506600	3837	6584	6063
PBANKA_1027600	76	178	328
PBANKA_1200081	0	1	0
PBANKA_1221000	81	195	127
PBANKA_0516000	841	1451	1790
PBANKA_0407600	1908	4381	4211
PBANKA_0408200	1512	2099	2976
PBANKA_0718900	471	1134	1429
PBANKA_1124300	261	628	992
PBANKA_1454100	1243	3452	2760
PBANKA_0507300	10128	24048	23707
PBANKA_0303000	242	640	710
PBANKA_0830450	166	584	467
PBANKA_1353400	820	1055	1606
PBANKA_1227800	365	812	944
PBANKA_0517300	212	582	470
PBANKA_1352500	12769	21942	26961
PBANKA_0607000	1092	2103	2231
PBANKA_0713600	79	268	267
PBANKA_0915400	252	661	596
PBANKA_0711300	395	876	1094
PBANKA_1108000	1572	3474	3400
PBANKA_0200670	2	10	8
PBANKA_0314800	1009	2515	2632
PBANKA_1022100	43	143	152
PBANKA_1422200	162	643	515
PBANKA_0607900	441	905	1018
PBANKA_0817100	535	1124	1165
PBANKA_0940400	100	354	346
PBANKA_0300400	8	19	17
PBANKA_1437400	450	1052	1032
PBANKA_0417500	1063	2550	2280
PBANKA_1451900	105	282	289
PBANKA_1010300	2429	6010	5676
PBANKA_0923300	4661	9580	10189
PBANKA_1036500	273	768	841
PBANKA_0619800	501	1244	1462
PBANKA_1232200	5247	11983	11305
PBANKA_1364000	351	1042	816
PBANKA_1337400	337	1041	888
PBANKA_1239500	218	515	486
PBANKA_0808380	6	2	6
PBANKA_1025200	421	1020	989
PBANKA_1446100	1265	2918	3577
PBANKA_0929900	393	913	841
PBANKA_1245200	16397	51983	59895
PBANKA_1443500	966	3057	2354
PBANKA_1406600	393	1254	1447
PBANKA_1434000	294	766	751
PBANKA_0910200	1515	3757	2936
PBANKA_0301000	1699	2899	2830
PBANKA_0509900	483	1023	1078
PBANKA_0835800	76	457	359
PBANKA_1461400	1838	5296	5803
PBANKA_1310700	6114	12834	17535
PBANKA_0400200	6	17	14
PBANKA_1000800	61	157	105
PBANKA_1344700	706	2033	2087
PBANKA_1133200	781	1980	2067
PBANKA_0403000	677	2383	1897
PBANKA_0112300	506	998	1176
PBANKA_1451300	56	199	171
PBANKA_1416700	46	211	149
PBANKA_1140000	230	597	575
PBANKA_0314600	147	494	453
PBANKA_0314200	2356	5226	4693
PBANKA_0407550	5	14	10
PBANKA_1206400	287	714	594
PBANKA_0717500	168	381	302
PBANKA_1204600	46	163	143
PBANKA_0616100	279	731	608
PBANKA_1200700	24	76	84
PBANKA_1437800	401	792	913
PBANKA_1342400	90	244	310
PBANKA_1406900	2812	5804	5093
PBANKA_1235100	103	521	509
PBANKA_1318800	2503	5052	6162
PBANKA_0508500	155	590	546
PBANKA_1145400	445	1412	1574
PBANKA_1435400	276	662	664
PBANKA_0912400	690	1691	1762
PBANKA_1328700	258	738	678
PBANKA_1124500	1114	2911	2992
PBANKA_0610800	440	992	1121
PBANKA_0806800	4001	6681	7075
PBANKA_1304200	187	410	440
PBANKA_0618200	1119	3036	2584
PBANKA_1230900	35	115	51
PBANKA_1021300	179	378	403
PBANKA_1407100	112	313	321
PBANKA_0902800	9	21	21
PBANKA_0708100	1345	2747	2752
PBANKA_1338100	15117	42142	52724
PBANKA_0316981	45	63	163
PBANKA_1466181	0	0	0
PBANKA_0709400	372	1836	1360
PBANKA_0827200	262	1460	877
PBANKA_0408700	217	726	727
PBANKA_0939200	125	327	380
PBANKA_1242600	271	1360	1497
PBANKA_1145731	7	11	10
PBANKA_1119500	93	184	240
PBANKA_1208900	1927	3537	3947
PBANKA_MIT03200	0	0	0
PBANKA_1039000	1655	2965	3697
PBANKA_1465400	14	34	45
PBANKA_1451100	3519	7032	9919
PBANKA_0921700	6800	11383	15432
PBANKA_0928100	1642	5788	3073
PBANKA_0935600	384	1838	2452
PBANKA_0801200	4369	9455	9544
PBANKA_1019520	0	0	0
PBANKA_1108100	588	1494	1353
PBANKA_0928500	806	1476	1686
PBANKA_1032700	1072	2873	2599
PBANKA_1240900	11	59	31
PBANKA_0515350	184	311	308
PBANKA_1231400	415	743	949
PBANKA_0104600	1086	2297	2438
PBANKA_0837101	1	14	5
PBANKA_0214300	673	1614	1618
PBANKA_0833900	680	1446	1298
PBANKA_1040621	0	0	0
PBANKA_1122100	42	141	162
PBANKA_1134100	2180	5102	4219
PBANKA_1346400	808	1449	1919
PBANKA_0008401	0	0	0
PBANKA_0927800	384	878	683
PBANKA_0934800	115	288	282
PBANKA_1036700	29	71	65
PBANKA_0800200	141	312	275
PBANKA_0516100	257	557	588
PBANKA_0939600	9819	22642	21206
PBANKA_0910500	2	17	16
PBANKA_1306900	1417	3042	3198
PBANKA_1342900	52	120	132
PBANKA_1205400	1256	2377	2508
PBANKA_1037200	255	570	721
PBANKA_0205800	12385	26065	28809
PBANKA_0922200	352	929	914
PBANKA_1418300	865	2635	2395
PBANKA_1346750	0	0	0
PBANKA_API00360	0	0	4
PBANKA_1406100	1262	2290	2489
PBANKA_1225400	247	1549	1786
PBANKA_1403700	145	335	398
PBANKA_1244500	103	318	385
PBANKA_MIT00600	140	326	363
PBANKA_0835700	7	58	20
PBANKA_1410100	5375	11033	14045
PBANKA_0705500	667	1957	2241
PBANKA_0501051	0	0	0
PBANKA_1029300	69	181	115
PBANKA_1231800	2004	6530	5310
PBANKA_0310200	223	470	488
PBANKA_1000500	365	966	703
PBANKA_1245700	117	242	259
PBANKA_0309900	11	53	32
PBANKA_0103100	67	241	209
PBANKA_1350500	704	1903	2025
PBANKA_1356100	96	568	412
PBANKA_1243100	529	1684	1573
PBANKA_1119921	8	18	27
PBANKA_0719100	325	1033	1379
PBANKA_1243000	635	1743	1794
PBANKA_0708800	660	1656	1477
PBANKA_0940100	897	1837	2196
PBANKA_0927600	8159	18180	16818
PBANKA_0800900	227	717	542
PBANKA_0824300	1325	3100	2754
PBANKA_0902000	181	364	420
PBANKA_1462900	222	450	532
PBANKA_1434200	493	1412	1100
PBANKA_1433100	440	1041	1191
PBANKA_1423500	1287	3891	2994
PBANKA_0941800	5882	12757	19535
PBANKA_1440900	144	357	325
PBANKA_0414100	1752	4071	3969
PBANKA_1203600	17	60	56
PBANKA_1360000	892	2065	2031
PBANKA_0819400	720	1426	1473
PBANKA_0111900	98	229	141
PBANKA_0201360	8	28	42
PBANKA_1233400	2725	5086	6104
PBANKA_0601700	162	418	589
PBANKA_1305200	18162	34541	42111
PBANKA_API00447	0	0	0
PBANKA_1351200	88	190	178
PBANKA_0007701	0	6	2
PBANKA_0704600	153	426	359
PBANKA_1459900	379	909	1225
PBANKA_0214200	489	1118	1011
PBANKA_1246161	213	1072	1129
PBANKA_1022000	1471	6889	5567
PBANKA_1029400	1409	2584	2647
PBANKA_1421100	577	1319	1112
PBANKA_0408600	131	439	445
PBANKA_0208000	566	1431	1763
PBANKA_0820600	60	125	195
PBANKA_1232300	795	1653	1792
PBANKA_0808800	41	106	108
PBANKA_0404000	882	2303	2420
PBANKA_1312900	1701	4071	6218
PBANKA_1039450	0	0	0
PBANKA_0308800	213	562	596
PBANKA_1209000	882	1932	1736
PBANKA_0006800	0	0	0
PBANKA_1455000	815	2224	2686
PBANKA_1355300	92	195	217
PBANKA_0508600	942	1843	1942
PBANKA_1016500	268	822	735
PBANKA_0112200	3293	5449	7558
PBANKA_0913800	543	1293	1284
PBANKA_1011100	1788	4700	4720
PBANKA_0101600	59	202	182
PBANKA_0712700	169	475	692
PBANKA_1140600	997	2135	2456
PBANKA_1038300	259	1155	921
PBANKA_1400700	2486	11560	12557
PBANKA_0301200	198	732	777
PBANKA_1029900	178	543	417
PBANKA_0941900	18537	58859	57596
PBANKA_0301100	795	1447	1433
PBANKA_0312500	1214	3217	2825
PBANKA_0908500	2012	4805	4654
PBANKA_0520300	137	430	410
PBANKA_1023100	389	576	804
PBANKA_1405800	140	413	318
PBANKA_1326000	1004	3163	2648
PBANKA_1456100	1705	5151	5154
PBANKA_1224300	4	50	27
PBANKA_1014700	106	327	323
PBANKA_0414400	657	3093	2396
PBANKA_1001400	1503	2668	2719
PBANKA_1030500	272	1031	614
PBANKA_1018500	528	1822	1580
PBANKA_0600351	18	53	85
PBANKA_0510800	1679	2512	3459
PBANKA_0919700	107	229	259
PBANKA_1307800	647	1598	1372
PBANKA_1203450	51	217	241
PBANKA_0104300	48	110	119
PBANKA_1025600	55	198	153
PBANKA_1225700	806	1998	2043
PBANKA_1242700	657	1973	1539
PBANKA_0617800	212	420	585
PBANKA_0821300	99	289	200
PBANKA_1232000	71	184	174
PBANKA_1225300	2290	4568	5357
PBANKA_1334500	81	204	255
PBANKA_0714300	893	1873	2312
PBANKA_1116000	168	239	395
PBANKA_1123600	42	349	215
PBANKA_1224800	132	394	376
PBANKA_1325300	868	1863	1600
PBANKA_MIT02600	0	0	0
PBANKA_0916600	887	2036	1993
PBANKA_1029600	374	892	722
PBANKA_0814400	93	410	471
PBANKA_0919100	2848	8104	9990
PBANKA_1246800	21	39	32
PBANKA_0201500	369	1811	1140
PBANKA_0210200	845	1926	2028
PBANKA_0205400	649	1773	1505
PBANKA_1402400	1017	2239	2631
PBANKA_1131400	4563	9080	12865
PBANKA_1106500	15004	26753	30142
PBANKA_1118400	111	277	189
PBANKA_1452300	430	1673	1528
PBANKA_0920700	419	880	1038
PBANKA_0820200	199	462	832
PBANKA_1458900	1346	3007	3270
PBANKA_0209200	89	503	393
PBANKA_0504000	1219	2803	2248
PBANKA_0516600	465	1119	1171
PBANKA_0922600	171	625	773
PBANKA_0707500	319	714	826
PBANKA_0415100	152	438	383
PBANKA_1340500	2817	5723	5735
PBANKA_0417200	12986	20122	23529
PBANKA_0409200	177	530	490
PBANKA_1419100	2237	4429	5112
PBANKA_0411400	422	1456	1065
PBANKA_1202000	9267	16684	21738
PBANKA_1343750	92	468	1828
PBANKA_MIT02900	0	0	0
PBANKA_0827300	929	1682	1770
PBANKA_0906800	5	17	17
PBANKA_0817800	49	169	164
PBANKA_0213400	405	1153	1149
PBANKA_1336600	1872	3490	4648
PBANKA_1000051	0	0	0
PBANKA_1020200	214	418	325
PBANKA_1328000	569	1301	1723
PBANKA_1007900	1634	3598	4438
PBANKA_0704500	7338	17917	16467
PBANKA_0524300	5257	12841	11543
PBANKA_0816300	594	1132	1342
PBANKA_0933600	282	736	637
PBANKA_0831300	212	576	424
PBANKA_0716100	116	252	271
PBANKA_0108400	487	1008	946
PBANKA_0109600	561	1706	1498
PBANKA_0701500	254	622	511
PBANKA_0401200	293	876	749
PBANKA_1016200	600	1484	1474
PBANKA_0710200	865	1699	2201
PBANKA_1001000	807	2744	2609
PBANKA_1029100	53	65	132
PBANKA_0510400	765	1632	2047
PBANKA_1136400	341	1250	1092
PBANKA_0712300	761	2025	1941
PBANKA_1305000	3476	7042	5620
PBANKA_1326400	22308	85980	70783
PBANKA_1200031	0	0	1
PBANKA_0404800	2466	6193	5950
PBANKA_1040100	6164	13054	16926
PBANKA_1000700	348	881	703
PBANKA_1317500	1204	3066	2912
PBANKA_0211700	88	213	232
PBANKA_1236300	346	628	792
PBANKA_0817000	2421	4766	5305
PBANKA_1417000	175	458	435
PBANKA_1300500	1069	2025	2218
PBANKA_0413500	2522	5698	6366
PBANKA_0830000	361	1094	979
PBANKA_0303400	312	1043	1097
PBANKA_1015600	76	324	175
PBANKA_1235800	14	40	33
PBANKA_0700300	2	12	8
PBANKA_0401800	1164	3188	3107
PBANKA_0815300	215	389	417
PBANKA_1428700	3840	7606	7346
PBANKA_0610700	438	862	1021
PBANKA_0803100	4127	8959	8130
PBANKA_0607800	1061	2398	2865
PBANKA_1236900	543	1835	2457
PBANKA_1405700	22	136	64
PBANKA_0925900	257	961	585
PBANKA_1310900	120	363	312
PBANKA_0507100	730	3109	2778
PBANKA_1031200	494	1105	1292
PBANKA_1426800	17	46	57
PBANKA_1338800	92	375	232
PBANKA_1200011	0	0	0
PBANKA_1244051	0	6	2
PBANKA_0501900	218	702	521
PBANKA_0901100	346	1091	970
PBANKA_1015800	528	1264	1070
PBANKA_1112000	9	35	45
PBANKA_1410800	20	95	36
PBANKA_1403400	74	281	274
PBANKA_1004000	194	521	355
PBANKA_0205700	5	21	10
PBANKA_0409900	135	508	603
PBANKA_MIT00200	0	0	0
PBANKA_1330200	96	213	200
PBANKA_0917200	543	878	817
PBANKA_0804800	78	290	223
PBANKA_0524400	238	649	609
PBANKA_0919400	953	2002	2171
PBANKA_0315600	946	3570	3566
PBANKA_0405310	0	0	0
PBANKA_1205600	85	352	355
PBANKA_1122000	1306	3096	3059
PBANKA_1312700	3252	7740	7991
PBANKA_1357100	162	500	554
PBANKA_1431500	2252	3916	4070
PBANKA_0511000	12	25	51
PBANKA_0815500	1495	3198	3627
PBANKA_1432300	697	1480	1508
PBANKA_1351000	378	970	1145
PBANKA_1237100	9357	21460	22891
PBANKA_0607500	51	191	110
PBANKA_1302300	856	1632	2004
PBANKA_0600800	231	595	452
PBANKA_0822200	167	563	540
PBANKA_0101100	25	81	60
PBANKA_0207900	24	151	140
PBANKA_1007100	123	438	354
PBANKA_1227000	880	1956	2331
PBANKA_1019400	1548	5374	4051
PBANKA_0212600	184	612	649
PBANKA_1437100	710	1783	2286
PBANKA_1114500	261	554	478
PBANKA_1417500	450	967	1088
PBANKA_1126700	15	59	65
PBANKA_0933500	627	2575	2378
PBANKA_1417700	107	218	117
PBANKA_1344800	247	510	486
PBANKA_1404900	1205	2466	1849
PBANKA_1220500	1313	3341	3143
PBANKA_1331500	30	71	64
PBANKA_1135600	751	1802	1734
PBANKA_0513300	99	287	355
PBANKA_0614600	40	193	131
PBANKA_0702600	37	103	100
PBANKA_0609200	120	384	436
PBANKA_1003500	134	350	384
PBANKA_0906500	484	2292	2339
PBANKA_1349300	1127	2300	2954
PBANKA_1135100	1353	4886	4735
PBANKA_0705600	6221	11813	13290
PBANKA_0833000	3625	16757	15795
PBANKA_0512700	1044	2753	3182
PBANKA_1339200	41	136	118
PBANKA_1430600	1537	4012	5237
PBANKA_0914200	687	1547	1723
PBANKA_0203900	57	196	183
PBANKA_0211300	292	736	798
PBANKA_0518500	2341	4228	5072
PBANKA_0915900	62	168	201
PBANKA_1137500	714	2097	2325
PBANKA_1111300	92	354	427
PBANKA_1439300	565	1374	1693
PBANKA_0504100	259	622	941
PBANKA_1364100	408	1015	972
PBANKA_0702100	473	1269	1230
PBANKA_1207400	452	744	895
PBANKA_0834200	84	244	276
PBANKA_1206100	591	1669	1640
PBANKA_1116300	494	1297	1136
PBANKA_0415000	674	1712	1537
PBANKA_1211600	555	1369	1212
PBANKA_1446500	3150	7130	5997
PBANKA_1304100	0	0	0
PBANKA_0622300	211	631	668
PBANKA_1323800	2912	5658	6795
PBANKA_1117800	211	783	626
PBANKA_1021800	28	80	75
PBANKA_0804321	8	23	63
PBANKA_1336900	935	2054	2050
PBANKA_1359500	1390	2404	2933
PBANKA_0401300	81	434	341
PBANKA_0932100	816	1727	1837
PBANKA_0513200	113	268	324
PBANKA_1350900	65	305	278
PBANKA_0801700	529	1127	1135
PBANKA_0103800	123	383	226
PBANKA_1402000	413	1626	1219
PBANKA_1344000	690	1879	1658
PBANKA_1226700	434	878	1060
PBANKA_0935000	770	1428	1491
PBANKA_1417600	442	1050	1112
PBANKA_1040400	9	20	22
PBANKA_1464841	4	5	5
PBANKA_0608600	26484	53843	70074
PBANKA_0210400	2997	5790	6691
PBANKA_1400300	31	117	99
PBANKA_1000600	1107	2539	2452
PBANKA_0705700	132	480	383
PBANKA_1032300	1878	3449	4060
PBANKA_1035900	624	1484	1734
PBANKA_1137800	1982	6772	5617
PBANKA_0827000	11	11	8
PBANKA_0508800	64	201	184
PBANKA_0410541	6	13	22
PBANKA_1128100	344	648	965
PBANKA_1449500	2487	6797	7469
PBANKA_0622941	32	83	85
PBANKA_0316800	488	1579	1133
PBANKA_1342300	6238	11036	14287
PBANKA_0823200	8496	14744	18486
PBANKA_0312400	2897	5517	5478
PBANKA_0704700	1854	3410	4239
PBANKA_1009500	8317	20694	22283
PBANKA_0826200	736	1509	1612
PBANKA_1424200	1200	2653	2604
PBANKA_0006501	0	0	0
PBANKA_1443600	119	297	361
PBANKA_1313000	495	837	1587
PBANKA_0911700	5327	9307	10823
PBANKA_0608700	56	146	156
PBANKA_0716900	566	1383	2135
PBANKA_0718000	22	24	47
PBANKA_1364300	8217	15309	17191
PBANKA_0826900	3337	7276	7999
PBANKA_0910300	3321	7034	7522
PBANKA_1308100	578	1543	2403
PBANKA_1019540	0	0	0
PBANKA_1027300	700	1837	1422
PBANKA_1040541	111	249	321
PBANKA_1320200	7256	13578	14617
PBANKA_0709500	1264	2415	2705
PBANKA_0721600	49	208	168
PBANKA_1400071	27	105	77
PBANKA_1459000	31	85	69
PBANKA_0943541	11	29	20
PBANKA_0405500	1702	4848	3572
PBANKA_0600096	0	1	1
PBANKA_0305200	279	709	586
PBANKA_0310600	98	323	350
PBANKA_1361400	179	469	540
PBANKA_1364400	3657	5841	7745
