Geneid	AP2CKO_1.bam	AP2CKO_2.bam	AP2CKO_3.bam
PBANKA_0008001	0	0	0
PBANKA_1308800	3179	4060	3721
PBANKA_0001601	1	2	1
PBANKA_1443100	3916	7600	6145
PBANKA_0911200	2121	2979	2577
PBANKA_1215200	976	1946	1910
PBANKA_1137100	1181	3134	2415
PBANKA_1430700	6801	8450	8306
PBANKA_0623300	9715	19173	17433
PBANKA_0829600	1324	1483	1309
PBANKA_1202600	229671	269233	249904
PBANKA_0929200	13310	15427	14286
PBANKA_0500721	1	2	1
PBANKA_1440500	3787	6487	4824
PBANKA_0901000	7165	9357	8998
PBANKA_1105400	4215	8194	6171
PBANKA_1008300	13786	16604	14571
PBANKA_1334400	10910	16114	14317
PBANKA_1119000	3332	4411	3819
PBANKA_0931300	30060	49099	43266
PBANKA_1020800	10012	11341	10502
PBANKA_1135900	8040	9302	9037
PBANKA_0907800	2046	3203	2801
PBANKA_1420500	60160	84865	85749
PBANKA_0708200	14214	17612	15371
PBANKA_0608000	3899	3871	3477
PBANKA_0826500	6508	10470	10133
PBANKA_0924500	5010	8000	5822
PBANKA_1200600	16753	23675	23496
PBANKA_0710800	21467	31251	25537
PBANKA_1466121	135	212	198
PBANKA_0921400	6725	10166	10014
PBANKA_0714500	2958	4434	3487
PBANKA_0706200	1441	3177	2359
PBANKA_1231900	213	394	305
PBANKA_1127800	9590	16938	13402
PBANKA_1455100	13101	19614	16237
PBANKA_1213700	6622	8879	7174
PBANKA_1309500	7625	14809	11483
PBANKA_0308900	4699	7207	5443
PBANKA_1216400	1893	3616	2577
PBANKA_0410650	1215	1906	1780
PBANKA_0201900	4408	5919	4701
PBANKA_0901700	5521	6600	5467
PBANKA_0008301	0	0	0
PBANKA_0606100	1867	3075	2373
PBANKA_0942900	10506	15335	14761
PBANKA_0106800	1296	1504	1398
PBANKA_1101000	1657	3031	2383
PBANKA_1324100	1185	2451	1981
PBANKA_0805800	1094	2404	1590
PBANKA_1238900	7939	9089	9423
PBANKA_1445200	2232	2967	2902
PBANKA_0621800	4945	5420	4610
PBANKA_0837201	3	4	4
PBANKA_1319800	402	1036	746
PBANKA_1132800	3701	4715	4443
PBANKA_0804200	462	1258	846
PBANKA_0939000	124060	149787	147099
PBANKA_1141900	3103	3739	3349
PBANKA_1207200	5204	10509	7705
PBANKA_1421800	2307	3176	2536
PBANKA_0941000	174	246	254
PBANKA_0412500	2569	2888	2211
PBANKA_1022900	2463	3344	2647
PBANKA_1105100	28143	37472	34058
PBANKA_0512000	42127	50564	49074
PBANKA_0201400	465	890	757
PBANKA_0201300	3857	5188	5086
PBANKA_0500600	0	0	1
PBANKA_0715700	4134	5439	5442
PBANKA_1329700	27527	44990	35837
PBANKA_0820800	16774	19060	17215
PBANKA_0522700	103533	170024	142585
PBANKA_0935400	500	856	680
PBANKA_1135000	5058	10458	7386
PBANKA_0101500	18163	21386	18768
PBANKA_1449700	11128	13930	12036
PBANKA_0109100	15262	26421	19469
PBANKA_0523200	686	1110	916
PBANKA_1349100	15396	15756	17058
PBANKA_1200096	2658	4159	3406
PBANKA_0304400	4681	7252	6654
PBANKA_1362800	2252	2477	2115
PBANKA_1023700	1727	2324	1522
PBANKA_0605500	14322	16330	14927
PBANKA_1017400	2658	3205	3083
PBANKA_1102600	1008	1517	1265
PBANKA_1315300	219915	267169	227271
PBANKA_0306800	13937	28273	20459
PBANKA_1139700	1342	2721	2207
PBANKA_0405800	4045	5201	4631
PBANKA_0518100	314	491	656
PBANKA_0622900	3166	3094	3490
PBANKA_1146741	1	1	1
PBANKA_1454300	3032	4646	3978
PBANKA_0937860	0	0	0
PBANKA_1330100	3515	4414	4458
PBANKA_0307000	8308	16033	12301
PBANKA_1456500	1785	2170	2114
PBANKA_0600021	0	0	2
PBANKA_0936100	727	1189	1049
PBANKA_1243700	879	1554	1188
PBANKA_1031500	8418	10013	8842
PBANKA_1347100	329	846	536
PBANKA_1313800	8076	12186	9702
PBANKA_1338300	10334	17985	15943
PBANKA_0408300	54685	66179	61288
PBANKA_0308300	23830	28043	24724
PBANKA_1431800	819	1659	1131
PBANKA_1035700	11297	18088	16564
PBANKA_1361800	4073	5176	4369
PBANKA_0305700	1910	2970	1904
PBANKA_0301700	5533	6230	5320
PBANKA_0722921	79	147	136
PBANKA_0718300	4648	6527	5667
PBANKA_1332800	64249	74885	73495
PBANKA_1360400	97890	112946	107276
PBANKA_1144500	1108	1621	1314
PBANKA_1035600	6607	10483	10550
PBANKA_0409000	782	1559	1136
PBANKA_0801400	2823	5346	4193
PBANKA_0703100	5802	8908	7006
PBANKA_1348600	6392	8963	7193
PBANKA_0822400	927	1149	933
PBANKA_1102900	13285	17160	15434
PBANKA_1303400	7222	9475	8404
PBANKA_1133000	809	1268	1065
PBANKA_1219600	3354	5880	5235
PBANKA_1223200	2696	3070	3021
PBANKA_1405100	4404	6408	5646
PBANKA_0924400	2051	3347	3125
PBANKA_1345100	934	1704	1132
PBANKA_0309800	1277	2132	1795
PBANKA_1006700	5333	8364	7259
PBANKA_1241200	2082	2813	2341
PBANKA_1356400	27956	44776	42724
PBANKA_0511500	1933	3323	2522
PBANKA_1018200	3993	5296	4943
PBANKA_0505700	9289	11206	10176
PBANKA_0307100	42141	57525	50519
PBANKA_0304500	20936	24084	21087
PBANKA_1233100	5552	10746	7404
PBANKA_0614900	4782	7082	5876
PBANKA_1208000	6937	7977	7132
PBANKA_1343800	2687	3847	3652
PBANKA_1134000	6536	10801	10602
PBANKA_1019100	3507	4675	4098
PBANKA_1007641	2	19	10
PBANKA_1325500	24036	28969	25208
PBANKA_0205000	10152	13363	12004
PBANKA_0600500	2410	3998	3706
PBANKA_0706900	1613	2113	2086
PBANKA_1346600	12618	21328	16948
PBANKA_1331200	23630	28934	26806
PBANKA_0517500	10376	17054	15894
PBANKA_0507700	1384	1997	1639
PBANKA_0216721	0	2	2
PBANKA_1024900	26539	42427	36586
PBANKA_1422800	3080	3061	2608
PBANKA_1114800	274	261	271
PBANKA_1105000	2754	5884	3893
PBANKA_0804100	38606	64669	51749
PBANKA_1345700	2700	3880	2905
PBANKA_1029800	2145	3619	2923
PBANKA_0509700	29381	35808	34847
PBANKA_1235500	2333	4685	4034
PBANKA_0807300	1044	2548	1719
PBANKA_1442000	4053	5507	4766
PBANKA_0512300	1651	2525	2307
PBANKA_1365650	225	501	447
PBANKA_0801300	1684	2003	1922
PBANKA_0939400	1590	2325	2124
PBANKA_1237500	408	970	752
PBANKA_0813400	5707	8625	6579
PBANKA_0622800	4916	8057	6661
PBANKA_0406800	3259	5676	4322
PBANKA_1223000	5985	10817	8339
PBANKA_1001100	5552	7379	6452
PBANKA_0819900	37050	63141	50821
PBANKA_1332600	4304	7009	6126
PBANKA_API00031	0	0	0
PBANKA_0107600	24862	36843	34272
PBANKA_0816600	1746	2261	1364
PBANKA_0109800	32408	35250	31282
PBANKA_1118500	28994	35187	35217
PBANKA_1210700	9595	13625	11294
PBANKA_0401000	5653	9566	7564
PBANKA_1030900	721	1388	1137
PBANKA_0817300	2488	2797	2766
PBANKA_1327061	1491	2385	1810
PBANKA_1132000	5705	10852	9431
PBANKA_1235300	2638	4185	3707
PBANKA_1121900	3715	7455	5328
PBANKA_0521241	1129	3599	1355
PBANKA_0931700	4682	6329	5889
PBANKA_0106500	3312	5924	4400
PBANKA_1026200	9969	16975	17089
PBANKA_0926100	1054	2243	1566
PBANKA_0518600	441	1009	729
PBANKA_0623751	0	0	1
PBANKA_1456000	1302	2347	1625
PBANKA_1233200	10376	11636	10285
PBANKA_0619700	4847	4420	4112
PBANKA_1314200	5913	8772	6961
PBANKA_1344200	11077	13487	11574
PBANKA_1428600	1072	2039	1505
PBANKA_1034200	374	550	487
PBANKA_1429900	4075	5895	4602
PBANKA_1442500	6790	10491	10555
PBANKA_1431000	460	1377	872
PBANKA_0510200	9213	11472	8530
PBANKA_1327100	7378	6942	7021
PBANKA_0703000	733	976	892
PBANKA_0831200	32971	39486	36399
PBANKA_0822800	4603	6348	4930
PBANKA_1402300	21707	27721	27500
PBANKA_1307400	1055	2263	1812
PBANKA_1017200	5167	7324	5599
PBANKA_1009000	994	2073	1455
PBANKA_1137300	27391	37660	33861
PBANKA_1425300	455	1108	737
PBANKA_0503400	1045	1086	887
PBANKA_1331700	7044	6683	7759
PBANKA_1357900	13641	15058	15679
PBANKA_0622200	17195	25227	21882
PBANKA_1232500	17633	30770	26620
PBANKA_0623700	16	29	29
PBANKA_0414600	13994	27427	21993
PBANKA_1026300	14252	19397	18224
PBANKA_0800800	2455	3570	2969
PBANKA_0406650	19	24	35
PBANKA_0107700	10446	14074	16289
PBANKA_0903700	2754	3350	3051
PBANKA_0605600	140044	167966	142264
PBANKA_1130400	6457	11328	8644
PBANKA_0202900	8194	10918	9793
PBANKA_1426700	1906	4269	3075
PBANKA_1024341	0	5	0
PBANKA_1308900	3657	7210	5746
PBANKA_1317700	2552	5029	4003
PBANKA_0718200	912	1343	1052
PBANKA_0806200	1405	2371	1972
PBANKA_1006500	597	1203	891
PBANKA_1323600	894	921	871
PBANKA_0700700	2762	4708	3693
PBANKA_1330300	9225	11876	10484
PBANKA_1305600	1362	2063	1763
PBANKA_API00200	0	2	0
PBANKA_1321000	5796	9257	7214
PBANKA_1423600	11636	23161	17648
PBANKA_1320500	9903	18439	17287
PBANKA_1426900	48659	73750	57255
PBANKA_0410900	760	1079	853
PBANKA_0310100	6499	7696	6843
PBANKA_1013400	5071	5339	5017
PBANKA_0911100	4673	6482	6535
PBANKA_1208500	1120	1756	1408
PBANKA_0213500	7998	11457	9168
PBANKA_1359300	20525	32519	28858
PBANKA_0309500	1843	1662	1691
PBANKA_0203750	3471	4870	4651
PBANKA_0921100	1717	2396	1851
PBANKA_0720200	8217	11835	9125
PBANKA_0902300	52588	59121	52179
PBANKA_API00445	0	0	0
PBANKA_0214000	61190	63584	61706
PBANKA_0101400	19079	25798	20536
PBANKA_1438500	3977	5625	4587
PBANKA_0610000	4350	6233	5292
PBANKA_1450000	2959	3909	3332
PBANKA_1420700	18372	23755	20205
PBANKA_0211500	5636	12225	8365
PBANKA_1239200	2748	4630	4010
PBANKA_0800541	0	3	1
PBANKA_1139900	3172	5300	4619
PBANKA_1101800	1342	2393	1767
PBANKA_0928900	1329	1812	1547
PBANKA_0718400	11773	16076	11771
PBANKA_1119700	8410	11921	10651
PBANKA_1446000	7603	9077	7650
PBANKA_1440400	783	1264	1144
PBANKA_1200091	39	74	69
PBANKA_0714400	8301	10885	8272
PBANKA_0104100	8809	10944	10246
PBANKA_1420800	92425	111718	102347
PBANKA_0608300	4449	5855	5589
PBANKA_0300900	1136	1540	1289
PBANKA_0923900	1460	2594	2118
PBANKA_1335600	878	1316	975
PBANKA_1115900	1999	2484	2190
PBANKA_0517400	14533	21811	17492
PBANKA_0612000	192	414	327
PBANKA_0610300	10854	14542	11983
PBANKA_1036400	7076	10570	11262
PBANKA_1033000	5352	6535	5411
PBANKA_1201100	5166	7136	5755
PBANKA_1126200	5078	8639	6995
PBANKA_1135400	2036	4409	2876
PBANKA_1421241	75	91	67
PBANKA_1409700	2688	4665	3606
PBANKA_1005500	3281	5732	4209
PBANKA_0835300	5658	7222	6734
PBANKA_0623500	4487	7199	6285
PBANKA_0204500	56288	64610	51629
PBANKA_MIT00400	5	4	1
PBANKA_0602500	1589	2294	2109
PBANKA_1337700	1340	1839	1598
PBANKA_0316650	107	145	154
PBANKA_0603500	589	1253	988
PBANKA_1025500	79088	101414	94728
PBANKA_1340700	2291	3162	2859
PBANKA_1318400	5153	11982	8076
PBANKA_1403100	1161	2886	1769
PBANKA_0416100	120269	156481	155640
PBANKA_0317161	46	64	88
PBANKA_1118300	2163	2485	2290
PBANKA_1243600	4147	6082	5492
PBANKA_1205800	3268	4966	3850
PBANKA_0715300	6359	9583	8304
PBANKA_0837041	0	0	0
PBANKA_1008000	3069	4729	4385
PBANKA_1120700	9064	17448	14339
PBANKA_1235200	3062	4765	3620
PBANKA_0937200	32522	58084	48915
PBANKA_1335900	4560	8381	6271
PBANKA_0521221	295	660	557
PBANKA_1460300	801	1485	1412
PBANKA_0913600	4947	7094	7078
PBANKA_1442400	5674	7062	6984
PBANKA_0834300	11820	16917	14657
PBANKA_0818000	26765	34134	30850
PBANKA_1462700	9467	14407	12213
PBANKA_1233000	4719	5170	4288
PBANKA_0712200	125640	149948	127988
PBANKA_0104900	11212	16450	12608
PBANKA_0614200	3088	4250	3290
PBANKA_0210700	7240	9907	8263
PBANKA_1315700	30874	29902	30238
PBANKA_0316300	5302	7160	7594
PBANKA_1347200	5996	7563	6938
PBANKA_1340600	3824	4965	3923
PBANKA_1107500	1182	1785	1423
PBANKA_0203500	5121	7370	5762
PBANKA_API00226	0	0	0
PBANKA_1418000	395	616	509
PBANKA_1356200	1685	2738	2753
PBANKA_1435700	2967	4647	3682
PBANKA_0100061	1057	1463	1632
PBANKA_1335100	13120	18526	15609
PBANKA_0700011	2	0	1
PBANKA_1121600	2436	3748	2793
PBANKA_1131851	7	17	24
PBANKA_0621700	2867	3903	2926
PBANKA_1214700	68924	85028	71979
PBANKA_0712100	25229	34837	30845
PBANKA_0514700	546	1202	728
PBANKA_1308200	6956	11474	8347
PBANKA_0105000	3950	4889	4794
PBANKA_1114600	23641	26953	25827
PBANKA_0920300	2240	3590	2707
PBANKA_1221400	1891	2392	2205
PBANKA_1432900	10378	13535	10647
PBANKA_MIT03500	4720	5793	4423
PBANKA_0210100	3144	4345	4182
PBANKA_0808200	6059	9497	7350
PBANKA_1222400	10690	17975	13454
PBANKA_0521261	12675	40635	16087
PBANKA_1308500	498	756	620
PBANKA_1132500	923	1770	1348
PBANKA_1436300	30565	37418	35796
PBANKA_1320400	8597	13502	11297
PBANKA_0904300	1190	1276	1168
PBANKA_API00231	0	0	0
PBANKA_0208400	13267	14501	11041
PBANKA_1407400	64065	77911	78009
PBANKA_0504400	247196	272218	226577
PBANKA_0411900	664	1021	624
PBANKA_1304500	17330	24323	22996
PBANKA_0830700	18157	22172	16685
PBANKA_0700051	53	69	51
PBANKA_0613700	39206	50314	42513
PBANKA_0520200	8936	14218	12247
PBANKA_0904800	4271	5962	4676
PBANKA_1421200	3791	5678	4611
PBANKA_0006401	0	0	0
PBANKA_1208400	2355	3223	2521
PBANKA_0418500	3269	4614	3842
PBANKA_0521500	3938	4553	4584
PBANKA_1441900	9763	13864	11850
PBANKA_0929300	16136	18851	19798
PBANKA_0914100	30318	35971	32824
PBANKA_0917000	8439	10442	9087
PBANKA_0702200	1396	1780	1520
PBANKA_1365400	6495	10455	7967
PBANKA_1424600	5424	7450	7031
PBANKA_1004800	2208	3906	3430
PBANKA_0609300	1229	2397	2198
PBANKA_1312500	2006	2612	1939
PBANKA_1453400	15195	15935	15843
PBANKA_1110000	950	1617	1340
PBANKA_1131000	4477	6531	5845
PBANKA_0722100	29	28	50
PBANKA_1432100	2829	4627	3596
PBANKA_0416000	48730	96202	79025
PBANKA_0503800	22835	25503	22121
PBANKA_0944021	1	2	2
PBANKA_1352000	13310	28109	20107
PBANKA_1365680	24	28	33
PBANKA_1443400	3866	7778	6138
PBANKA_0819300	6898	10497	9251
PBANKA_0314700	10163	14473	12014
PBANKA_0935100	438	735	541
PBANKA_0707900	564	674	812
PBANKA_0700800	3444	6009	4401
PBANKA_1201400	9449	10849	9719
PBANKA_1444400	2105	2900	2455
PBANKA_1438200	12975	17243	12291
PBANKA_1427200	20695	31802	24227
PBANKA_1421000	7419	11742	11457
PBANKA_0615300	175216	198834	184805
PBANKA_0404300	22231	30574	24564
PBANKA_0926900	13759	15870	15839
PBANKA_0410300	8111	12022	9738
PBANKA_1465841	1	0	5
PBANKA_1123500	174908	266273	228906
PBANKA_1245000	1601	2776	2102
PBANKA_1215700	4960	7543	6600
PBANKA_1108300	29709	42659	33815
PBANKA_1358200	4837	5734	5276
PBANKA_0808600	3701	4856	4179
PBANKA_1026100	5244	5554	6247
PBANKA_1104100	26270	30943	30332
PBANKA_1127000	27849	48082	40082
PBANKA_1312400	1489	2046	1924
PBANKA_1101300	8028	13766	12700
PBANKA_1106800	8554	12146	12501
PBANKA_1449100	1269	1581	1278
PBANKA_1345000	2299	3357	2679
PBANKA_1236200	194	162	170
PBANKA_1212300	4842	7570	5940
PBANKA_1232900	8132	11430	9936
PBANKA_1225500	93505	107391	97493
PBANKA_1402600	23561	38319	32565
PBANKA_0613800	4877	7807	7024
PBANKA_1321200	7063	9641	8165
PBANKA_0206400	1906	2499	2002
PBANKA_1342100	610	782	685
PBANKA_1238800	48119	87097	68992
PBANKA_1356000	10423	16042	15368
PBANKA_1465500	124	233	227
PBANKA_0707700	35061	33872	37251
PBANKA_1125650	0	0	0
PBANKA_0715500	7134	10854	9060
PBANKA_1343500	10025	10801	9605
PBANKA_1463700	28580	36454	33140
PBANKA_1363800	8932	13826	10557
PBANKA_1201600	2754	3941	3122
PBANKA_1119941	20	22	19
PBANKA_0506400	1433	2843	1953
PBANKA_0301900	14352	19223	17828
PBANKA_1010200	5376	9597	7863
PBANKA_1338700	20284	26983	24388
PBANKA_1349700	5079	7466	5940
PBANKA_1317600	8108	10897	10508
PBANKA_1344400	5099	6283	5898
PBANKA_1028500	5646	8866	7035
PBANKA_1108200	2439	3007	2263
PBANKA_0306000	42315	56152	49630
PBANKA_0810200	6287	8746	7615
PBANKA_1363000	1511	2726	2147
PBANKA_0515700	1202	1444	1358
PBANKA_0515100	343	598	465
PBANKA_1100351	106	163	186
PBANKA_1119800	1177	1714	1564
PBANKA_1214900	15138	21849	17567
PBANKA_0835200	2844	5495	3961
PBANKA_1201700	2392	3026	2751
PBANKA_0816100	4195	5869	5004
PBANKA_0822000	717	942	845
PBANKA_0402800	9228	10879	11324
PBANKA_1362900	7627	13026	11059
PBANKA_0501500	2034	3407	2559
PBANKA_1129500	826	1175	1167
PBANKA_1020900	5351	7299	6556
PBANKA_1326800	4126	6468	5829
PBANKA_1454800	78548	105249	93583
PBANKA_1350200	5162	6034	4655
PBANKA_0806100	2930	5975	4941
PBANKA_1214800	19796	24179	19639
PBANKA_0613400	1049	2578	1749
PBANKA_0910800	5893	8639	8596
PBANKA_0615400	7898	14169	10418
PBANKA_MIT03700	225	270	171
PBANKA_1109400	21512	28188	24335
PBANKA_1001300	3676	5811	4600
PBANKA_1141100	1906	2644	2603
PBANKA_1210900	24460	32492	28503
PBANKA_0109700	7504	10482	8805
PBANKA_0700200	61	77	76
PBANKA_1004100	3019	4148	4672
PBANKA_1330600	1735	3442	2684
PBANKA_1354550	0	0	0
PBANKA_1107600	6384	7735	7327
PBANKA_1340000	838	2956	1896
PBANKA_1032200	23391	38819	30041
PBANKA_1208200	88443	96221	89264
PBANKA_1122900	20344	41664	31095
PBANKA_0402500	41733	49901	41752
PBANKA_1310400	10185	13625	11878
PBANKA_0922900	11871	15216	13037
PBANKA_0209600	2210	2561	2390
PBANKA_0522400	2323	2877	2629
PBANKA_1120100	20428	24543	21702
PBANKA_1012600	2408	3013	2858
PBANKA_1412600	11129	14199	11073
PBANKA_0720700	4780	5199	4735
PBANKA_1141500	8857	12361	12012
PBANKA_0715900	6902	10711	8559
PBANKA_0618300	394	1022	778
PBANKA_0831700	1593	1978	1588
PBANKA_1130000	7797	10904	8652
PBANKA_0816400	18447	33719	25812
PBANKA_1239100	2870	3883	3240
PBANKA_1340400	23688	36604	30825
PBANKA_1300091	108	203	212
PBANKA_1005300	12907	19006	15582
PBANKA_0111000	6485	6263	6349
PBANKA_0520500	3919	6812	5313
PBANKA_0407300	4683	4784	4322
PBANKA_1114100	27258	26020	25106
PBANKA_1352900	1432	1872	1408
PBANKA_1412500	382	965	695
PBANKA_1207500	3663	5761	5428
PBANKA_1246100	0	0	0
PBANKA_0300800	1408	1821	1684
PBANKA_0317121	56	135	112
PBANKA_1318600	160946	188641	185437
PBANKA_0213300	648	1151	941
PBANKA_1139500	3188	4257	2761
PBANKA_0722941	76	113	104
PBANKA_0805400	981	1501	1379
PBANKA_1364500	1823	3008	2605
PBANKA_1444800	144083	160678	156663
PBANKA_1412300	1922	3416	2660
PBANKA_0603300	27029	32159	30543
PBANKA_1327400	2687	5674	3854
PBANKA_0211800	716	1246	806
PBANKA_1030600	14545	24671	22669
PBANKA_1313400	6262	7875	7541
PBANKA_1227500	5625	7094	6180
PBANKA_0903300	2450	3416	2839
PBANKA_1104900	5759	7184	5976
PBANKA_0721200	853	1055	1119
PBANKA_1310600	5599	7848	7259
PBANKA_1103200	2431	3640	3535
PBANKA_0200751	25	68	62
PBANKA_0717000	3579	5650	4792
PBANKA_1016300	14556	24863	19275
PBANKA_0802100	10474	13855	11872
PBANKA_1133900	931	1630	1233
PBANKA_0829100	6058	8058	6277
PBANKA_MIT01600	11	28	36
PBANKA_1241900	3358	7049	5435
PBANKA_1005800	11594	16365	13212
PBANKA_0927400	7459	8936	7521
PBANKA_1436800	2102	4069	3716
PBANKA_0938050	11	21	20
PBANKA_1232600	13347	14907	13260
PBANKA_1321500	10387	15586	14359
PBANKA_0518300	6337	8864	7700
PBANKA_0905500	5796	6792	6101
PBANKA_1201500	2904	4027	3364
PBANKA_1028900	1884	2769	3092
PBANKA_1142500	4176	6168	5247
PBANKA_1461700	781	834	761
PBANKA_1229600	9595	12554	9693
PBANKA_0801000	1398	2041	1826
PBANKA_0821900	3361	4890	4308
PBANKA_0832900	7550	9701	9056
PBANKA_0501300	27203	39359	32915
PBANKA_1444300	1120	1542	1195
PBANKA_0823000	32422	49541	43464
PBANKA_0917980	293	367	361
PBANKA_0107800	2003	2407	2573
PBANKA_1411900	3531	4474	3974
PBANKA_0808500	651	1103	815
PBANKA_1024371	14	19	7
PBANKA_1453600	1815	2962	2340
PBANKA_0715200	10310	16638	14806
PBANKA_1238200	19924	26925	24171
PBANKA_1223500	24759	30551	26656
PBANKA_0311100	3331	4546	3697
PBANKA_0600100	136	229	267
PBANKA_0923500	4184	6044	4853
PBANKA_1336700	4109	5728	4956
PBANKA_1303100	2293	3009	2424
PBANKA_1431100	14182	19616	16924
PBANKA_1021400	1580	3278	2415
PBANKA_0912800	339	630	530
PBANKA_1035400	194880	232931	215376
PBANKA_0622000	30711	39701	35669
PBANKA_0616700	29252	35130	30624
PBANKA_0832800	3987	5230	4709
PBANKA_1460000	770	1048	1227
PBANKA_0618700	1431	2216	1723
PBANKA_1312300	2365	3168	2596
PBANKA_1117300	2448	3750	2863
PBANKA_0304600	539	777	623
PBANKA_1000100	775	867	1078
PBANKA_1428400	1193	2139	1633
PBANKA_1210400	7219	9174	8148
PBANKA_1139000	2830	4760	4224
PBANKA_1039300	6365	10071	8594
PBANKA_1365500	37365	73279	62595
PBANKA_1222100	7723	10044	8498
PBANKA_0928700	9497	13599	11384
PBANKA_1333800	3308	5771	4534
PBANKA_0502600	10837	16872	14486
PBANKA_1021200	8239	8911	8133
PBANKA_1407900	155102	188879	170281
PBANKA_1424000	2313	4659	3261
PBANKA_1341400	3355	4090	3601
PBANKA_1302000	12590	17166	17073
PBANKA_0602800	58078	75320	70047
PBANKA_API00420	0	1	2
PBANKA_0100200	4710	6928	5966
PBANKA_1213300	95224	112470	96431
PBANKA_0808000	24896	33908	28318
PBANKA_0708500	25809	25171	26325
PBANKA_1400021	1	3	1
PBANKA_1212400	1055	1055	1278
PBANKA_1207100	3839	5776	6392
PBANKA_0312300	3661	4643	3483
PBANKA_0404200	9373	16310	13443
PBANKA_1128700	4928	7619	6297
PBANKA_0506900	24154	27422	24714
PBANKA_1235400	2026	2726	2579
PBANKA_0910400	117	144	128
PBANKA_1131800	1670	2268	2362
PBANKA_1444200	16046	20970	14569
PBANKA_1354600	305	477	459
PBANKA_1134300	11198	14797	12926
PBANKA_1242400	7345	9926	8419
PBANKA_1228500	19444	24316	17905
PBANKA_1007300	4030	6624	4989
PBANKA_1322800	7485	10244	8180
PBANKA_1115300	264769	294607	292369
PBANKA_1408200	2128	4119	3175
PBANKA_1012700	6674	7563	6658
PBANKA_0902500	29881	34453	27686
PBANKA_0302000	9809	10208	9231
PBANKA_1443700	23884	26901	23478
PBANKA_1144300	3168	4154	3709
PBANKA_0829900	1741	2261	2002
PBANKA_0511400	25961	25096	19634
PBANKA_0712600	70109	114064	88280
PBANKA_0610200	33016	46665	43278
PBANKA_API00075	0	0	0
PBANKA_1316600	1942	2620	2237
PBANKA_1301700	9123	13722	11688
PBANKA_1124800	2862	4592	3381
PBANKA_1418200	5569	7846	6388
PBANKA_0206800	12269	15588	13506
PBANKA_1002100	26811	30502	31900
PBANKA_1305700	10960	12842	10674
PBANKA_1438000	24668	34494	29180
PBANKA_0111700	4032	5169	4684
PBANKA_0718800	14178	20950	17447
PBANKA_1100011	0	0	0
PBANKA_0308500	4366	6664	5671
PBANKA_1008800	28321	47650	37678
PBANKA_1303300	19599	27283	22379
PBANKA_0831500	13751	18557	15533
PBANKA_1212200	3020	2648	2459
PBANKA_0102800	4728	6861	5915
PBANKA_1234900	8930	11438	9489
PBANKA_0405200	14118	26738	18626
PBANKA_0007100	0	0	0
PBANKA_0619100	15227	28983	22554
PBANKA_0521200	9604	13520	11595
PBANKA_1117000	36848	46959	49558
PBANKA_1006200	3036	3592	4042
PBANKA_1212500	7596	6578	7185
PBANKA_0833300	7373	9407	8035
PBANKA_0922800	3818	6205	5206
PBANKA_1111500	905	943	751
PBANKA_1415000	9339	14529	12556
PBANKA_1114400	9357	12657	12004
PBANKA_1108900	2548	3502	2136
PBANKA_0200700	34	74	50
PBANKA_0206700	599	717	659
PBANKA_1323200	6588	9696	7833
PBANKA_0618900	2447	5586	4197
PBANKA_1334900	230722	256167	221283
PBANKA_1348200	5214	6686	5004
PBANKA_1014300	3429	6152	4961
PBANKA_0816700	4256	5676	4533
PBANKA_1245841	93	119	135
PBANKA_0708000	10025	16993	14620
PBANKA_0303500	6287	7153	6525
PBANKA_0203400	921	1323	1031
PBANKA_1100300	0	9	2
PBANKA_1016100	1377	2689	1889
PBANKA_1007400	6981	10652	8763
PBANKA_1357200	24987	46125	34138
PBANKA_0504200	3943	5510	4764
PBANKA_1419400	3117	3302	3240
PBANKA_1225800	6399	9156	7667
PBANKA_0008101	12	14	26
PBANKA_1245861	866	1118	1827
PBANKA_1243800	1614	2557	1902
PBANKA_1214100	2228	3338	2726
PBANKA_1100700	103	132	186
PBANKA_1354500	13266	25426	20438
PBANKA_0406400	7727	8601	7946
PBANKA_0106950	1147	2079	1762
PBANKA_1332000	10130	19078	13833
PBANKA_1435800	2163	3309	2984
PBANKA_0802600	1271	2780	2100
PBANKA_0611400	11009	13375	12100
PBANKA_0836921	31	51	45
PBANKA_0213100	1250	2157	1657
PBANKA_0919500	886	955	746
PBANKA_1019200	4138	5473	4450
PBANKA_0407800	4085	5541	5168
PBANKA_0417000	3210	4275	3360
PBANKA_1329400	14775	16450	17896
PBANKA_1464900	7871	9634	9116
PBANKA_1028700	34912	39843	34768
PBANKA_1335400	14489	19570	17444
PBANKA_0716600	15408	18289	16986
PBANKA_1346100	2077	3557	3038
PBANKA_0831000	117773	125375	118737
PBANKA_0204300	865	1037	1005
PBANKA_1403500	12359	16734	14096
PBANKA_0214550	1623	4260	2898
PBANKA_0410000	968	2005	1444
PBANKA_1237600	105271	124691	113863
PBANKA_1137200	12610	22011	17522
PBANKA_0418300	8561	12381	10027
PBANKA_0710000	1955	2678	2572
PBANKA_1100750	32	63	57
PBANKA_1301300	32592	45182	35441
PBANKA_1352621	16	29	7
PBANKA_0942300	8683	12469	10348
PBANKA_0713700	2175	3138	2356
PBANKA_1030300	11651	23708	15664
PBANKA_0209100	2904	3763	4287
PBANKA_0206300	14441	21080	18014
PBANKA_0008501	0	0	0
PBANKA_1404200	642	989	829
PBANKA_1102200	25991	47251	40492
