Geneid,AP2CKO_1.bam,AP2CKO_2.bam,AP2CKO_3.bam,271KO_RNA_1.bam,271KO_RNA_2.bam,271KO_RNA_3.bam
PBANKA_1323500,748,827,681,37,109,166
PBANKA_1031800,3000,4993,3938,206,709,542
PBANKA_0102200,8109,11935,10087,335,819,756
PBANKA_0911500,8073,8245,7495,591,1157,1366
PBANKA_0941600,14339,20042,17537,705,2174,2141
PBANKA_1219300,31328,66225,47548,2571,7234,5431
PBANKA_1327041,18,11,12,0,7,5
PBANKA_1017000,326,377,399,34,64,83
PBANKA_0620900,13992,21506,16674,997,2708,2123
PBANKA_1422300,4452,5161,4419,290,634,582
PBANKA_0834500,2610,3225,3067,367,684,848
PBANKA_0301400,3464,4948,4289,426,828,822
PBANKA_1432400,33453,45943,42792,4238,8454,9405
PBANKA_1203500,2634,3072,2901,256,554,516
PBANKA_1408400,183,303,243,13,88,66
PBANKA_1237400,317,698,556,20,127,62
PBANKA_0620600,12925,15032,12699,976,2141,2502
PBANKA_0920600,6231,7219,6338,271,608,716
PBANKA_1100900,3410,6182,5702,214,1345,1079
PBANKA_0304000,1413,2522,1695,59,226,197
PBANKA_0813000,16661,28980,23231,1444,4959,4263
PBANKA_1417800,6298,11135,9998,628,1250,1371
PBANKA_1323700,1835,2979,2629,190,484,489
PBANKA_0804000,8411,14502,12316,933,2224,1846
PBANKA_1005000,929,1452,1034,57,130,112
PBANKA_1114000,5510,6979,5095,187,668,543
PBANKA_1108600,22508,26815,23809,1456,3644,3995
PBANKA_0520600,1846,3739,3052,100,458,405
PBANKA_0913700,3938,6522,5130,266,768,669
PBANKA_1460900,169,318,318,17,59,69
PBANKA_0911800,5647,8705,7433,341,897,1187
PBANKA_0604400,4829,6588,5632,438,970,808
PBANKA_1234400,4181,5050,3393,114,307,205
PBANKA_1100071,0,0,0,0,0,0
PBANKA_1220100,6195,9070,7612,367,947,945
PBANKA_1317900,6215,9611,8418,347,899,869
PBANKA_0940600,5755,7995,6261,503,1146,1176
PBANKA_0722801,24,30,48,5,4,14
PBANKA_1004900,1855,2492,2165,108,238,253
PBANKA_1037500,19436,29240,26896,2589,5113,5299
PBANKA_1144000,5172,7623,6474,664,1841,1545
PBANKA_1415800,1080,2777,1874,92,292,185
PBANKA_1325700,2011,2854,2623,183,577,781
PBANKA_1211500,3355,6252,5518,228,514,590
PBANKA_0709300,379,809,543,14,68,60
PBANKA_1236000,560,1179,954,26,118,43
PBANKA_1431200,524,651,608,21,66,53
PBANKA_API00140,0,2,1,0,0,3
PBANKA_1137600,963,1411,1066,54,197,162
PBANKA_1204800,2672,4257,2797,146,477,311
PBANKA_1441300,3502,4219,3669,129,414,452
PBANKA_1313100,20139,25459,23404,1336,2928,3171
PBANKA_0519500,741,1227,1724,198,271,534
PBANKA_1465800,57,88,68,2,13,17
PBANKA_1101700,2160,2945,2547,177,473,354
PBANKA_0607600,3981,6925,5175,393,1709,1466
PBANKA_1244300,6969,9414,8118,852,2962,2711
PBANKA_API00220,0,2,1,0,0,1
PBANKA_1100850,63,108,132,7,16,17
PBANKA_1100600,11,20,17,0,2,3
PBANKA_1455400,6190,7562,6860,374,1177,1123
PBANKA_0620300,43432,54720,50134,6046,10678,12629
PBANKA_0826700,25688,50331,44611,2116,6512,6569
PBANKA_0832300,1099,1422,1292,42,142,108
PBANKA_1215300,1062,1899,1427,51,151,119
PBANKA_0816900,6161,8584,6442,278,956,976
PBANKA_1105300,2687,3301,2727,113,377,422
PBANKA_0712000,7014,8675,7859,259,780,960
PBANKA_1455900,1561,2431,1683,70,217,172
PBANKA_0311600,14761,20104,17135,963,2513,2787
PBANKA_0203100,13591,17887,16579,1033,2326,2616
PBANKA_0804361,0,1,2,3,0,1
PBANKA_1304700,1416,2430,2048,33,281,201
PBANKA_0938400,21645,38234,30680,1471,5937,4452
PBANKA_1409800,1091,2017,1543,68,709,370
PBANKA_1209500,1913,2715,2403,103,266,319
PBANKA_1020000,7999,9659,9026,775,1282,1565
PBANKA_1139600,65,216,117,1,7,5
PBANKA_0401900,6941,9572,7809,564,1444,1722
PBANKA_1332900,915,1873,1317,37,224,135
PBANKA_0618100,5333,8273,6399,555,1408,1200
PBANKA_0708700,326,670,469,41,155,112
PBANKA_0104200,1484,2475,2234,100,372,469
PBANKA_1024500,385,863,575,22,98,49
PBANKA_0604200,26716,37175,33506,2398,5836,5836
PBANKA_1460700,51479,63421,53832,5904,9272,10609
PBANKA_0919600,7165,9657,6115,185,487,378
PBANKA_1442800,1728,2184,1504,107,302,177
PBANKA_1110900,1535,1807,2053,89,166,302
PBANKA_0920100,3542,5663,3951,224,714,595
PBANKA_1246500,116,246,208,17,31,37
PBANKA_1021000,3900,5661,5074,226,608,524
PBANKA_1234100,7852,9528,8155,613,1307,1341
PBANKA_0712500,463,579,726,87,193,346
PBANKA_1105600,2068,2483,2006,78,216,231
PBANKA_0905000,7123,12869,9282,829,4069,3814
PBANKA_0612861,20,50,22,10,41,23
PBANKA_1120551,31,48,35,6,15,8
PBANKA_1027000,44237,58153,60006,10095,15847,19720
PBANKA_0201000,631,1618,854,24,116,48
PBANKA_1307900,1719,2341,2088,185,458,406
PBANKA_0706000,3139,4491,3922,225,578,547
PBANKA_1036900,5301,8000,6526,393,852,721
PBANKA_1302800,19041,30990,26114,3294,7652,7004
PBANKA_0317001,49,69,57,7,19,8
PBANKA_1450700,10851,19053,15032,1060,2558,2488
PBANKA_0810500,6776,10192,8302,724,1464,1538
PBANKA_1403300,15593,15929,13954,671,1393,1568
PBANKA_1413800,3491,4128,3724,195,488,490
PBANKA_1112700,6443,6481,5905,255,637,803
PBANKA_0700100,180,513,397,27,102,49
PBANKA_0817200,3935,6179,4611,211,521,431
PBANKA_1348400,6598,9903,7467,559,1716,1838
PBANKA_0824600,936,1629,1325,240,588,388
PBANKA_1033500,1312,2171,1852,49,129,161
PBANKA_1127500,2415,3776,3653,234,416,534
PBANKA_1359800,2348,2881,2286,91,345,379
PBANKA_1356600,334,724,525,16,91,47
PBANKA_1339900,3234,4961,4358,399,902,925
PBANKA_1017600,10932,13462,10836,512,1331,1194
PBANKA_0111800,3384,4590,4082,222,631,644
PBANKA_1136000,527,629,619,32,114,156
PBANKA_1315900,1798,2638,2494,76,328,321
PBANKA_1447500,770,1138,1084,53,135,171
PBANKA_1142600,3314,4329,3030,128,351,335
PBANKA_0918300,9998,14828,12782,999,2745,2613
PBANKA_1236700,959,1329,924,31,150,97
PBANKA_0103000,748,1051,913,107,363,382
PBANKA_0929400,18445,20608,17522,1057,2099,2623
PBANKA_1024200,4969,7205,6790,154,634,523
PBANKA_API00015,0,0,0,0,0,0
PBANKA_API00410,0,8,4,0,0,7
PBANKA_0918900,9729,12350,10474,398,1018,1004
PBANKA_1436500,18182,22072,17674,1303,2185,2622
PBANKA_0615600,2546,3720,2954,233,460,475
PBANKA_1448900,11048,15261,13182,1155,2737,2514
PBANKA_1113600,4954,6214,5347,458,1220,1317
PBANKA_1315600,4962,7832,8176,516,941,1355
PBANKA_1037100,7503,10070,8882,390,934,1211
PBANKA_1426100,5325,9031,7151,500,1127,1103
PBANKA_0922300,8681,13978,11954,747,1811,1806
PBANKA_0808300,4775,5775,4348,89,353,383
PBANKA_1352300,9818,14658,10968,557,1536,1316
PBANKA_1220200,11167,17781,17980,1465,2686,3099
PBANKA_0000101,3,5,0,0,0,0
PBANKA_1216000,1906,2021,1849,101,199,258
PBANKA_0713000,2269,3206,2637,237,948,877
PBANKA_0603900,2519,2948,3012,170,398,579
PBANKA_0937000,549,1331,1159,67,295,178
PBANKA_0837161,0,0,2,0,0,0
PBANKA_0007901,0,0,0,0,1,0
PBANKA_1331100,2017,2941,2609,190,784,885
PBANKA_0204200,8248,12162,9151,664,1963,2109
PBANKA_1114300,11636,15036,12309,634,1490,1591
PBANKA_0316100,4838,7022,5667,127,565,575
PBANKA_0921900,4780,7552,7809,264,679,1098
PBANKA_1458700,5103,7297,5807,260,657,720
PBANKA_0943800,121,214,203,7,39,31
PBANKA_1420100,7598,10655,9970,687,1545,1623
PBANKA_0815600,3900,5270,4615,382,777,983
PBANKA_0112400,3085,4243,4149,151,501,577
PBANKA_1301200,161,357,228,7,12,7
PBANKA_0940000,4441,4737,4139,172,372,569
PBANKA_1400900,15240,18477,15815,1369,3796,5169
PBANKA_0106000,5198,6517,5933,539,1271,1275
PBANKA_0517700,4415,6567,5848,723,1674,1633
PBANKA_1245821,1,0,1,3,1,2
PBANKA_1363700,3857,4406,4031,225,402,608
PBANKA_0809100,2830,5674,4700,136,484,472
PBANKA_0511700,64358,73002,68088,8308,20021,25818
PBANKA_0935200,1468,2345,1691,54,202,166
PBANKA_1341000,31573,39951,36758,1838,4685,4789
PBANKA_1123000,2039,3164,2584,178,462,409
PBANKA_0621100,1059,1660,1569,197,631,790
PBANKA_1325800,2175,2870,2608,118,369,361
PBANKA_1146200,114,217,237,84,216,195
PBANKA_1003600,8787,9638,9305,466,1450,1443
PBANKA_0524000,6361,9446,7583,238,834,641
PBANKA_0516500,11201,17007,14234,783,1763,1567
PBANKA_0814300,1227,2323,1862,96,210,203
PBANKA_1138000,5830,7545,6287,717,2083,2020
PBANKA_0315420,8,22,29,0,6,2
PBANKA_1011200,6372,8144,7063,477,1015,971
PBANKA_0819700,7131,10837,12433,1319,2232,2903
PBANKA_1313200,21641,26660,25994,1928,3342,3852
PBANKA_0313700,4342,5389,4816,400,859,804
PBANKA_1026600,10377,14569,12551,711,1798,1810
PBANKA_1343900,1997,2773,2214,120,235,262
PBANKA_0816200,13313,15522,14423,1234,2117,2361
PBANKA_1301100,2403,4318,3200,147,463,417
PBANKA_1037300,9642,12807,11866,464,1474,1729
PBANKA_0925600,2041,3474,3265,70,442,299
PBANKA_0509300,15569,19715,18082,1995,4141,4407
PBANKA_0412800,5761,8853,7261,742,1916,1755
PBANKA_0501200,1370,2139,2400,303,488,604
PBANKA_0829500,1900,3389,2342,136,339,245
PBANKA_1307000,40353,53197,45075,3618,6744,7142
PBANKA_1003100,28193,49519,37267,2772,8019,6699
PBANKA_0914600,54712,63078,51420,3270,7828,8612
PBANKA_0604600,27480,33031,28512,2392,5046,5598
PBANKA_0912900,846,1224,897,23,110,103
PBANKA_0821800,2791,3960,3177,206,628,537
PBANKA_0924000,9107,12371,12149,729,1427,1508
PBANKA_0100800,85437,99811,83578,6912,13280,13651
PBANKA_1325000,12119,17883,13681,898,2518,2624
PBANKA_1026400,2399,4163,3488,239,519,565
PBANKA_1330900,16967,22004,19713,924,1719,1685
PBANKA_1242000,13550,19848,15994,1035,2435,2438
PBANKA_0941100,11645,18674,15199,1249,3374,2771
PBANKA_1010000,3056,9577,5978,371,1358,734
PBANKA_API00449,0,0,0,0,0,0
PBANKA_0706100,233,577,375,13,54,34
PBANKA_0617500,2020,2945,2352,179,489,448
PBANKA_0917500,39707,48356,39356,1917,4493,4187
PBANKA_0604800,17962,34026,26778,1250,2942,2659
PBANKA_1447300,999,1257,1170,51,159,111
PBANKA_1004400,5342,7045,6351,706,1756,1684
PBANKA_API00451,0,0,1,0,0,0
PBANKA_1361700,826,1068,735,18,95,68
PBANKA_0603100,286,366,316,17,37,47
PBANKA_1145200,36055,41149,33002,1867,3593,4890
PBANKA_1115700,17611,23031,18613,1561,3079,3140
PBANKA_1311800,5698,8140,8046,269,650,783
PBANKA_0108500,1401,2570,1802,85,253,166
PBANKA_0407100,13304,19913,17202,1405,3061,2988
PBANKA_0928000,2236,2798,2640,220,605,680
PBANKA_0618600,9431,18350,12544,477,1703,1157
PBANKA_0400600,292,403,509,48,125,142
PBANKA_0939800,2499,3669,2935,164,420,385
PBANKA_0405400,8653,15472,13323,1723,8955,8065
PBANKA_0717800,23454,44607,33169,2123,5346,4310
PBANKA_1336800,590,735,661,81,209,303
PBANKA_1315400,5578,8131,6824,580,1623,1573
PBANKA_0935800,5585,7218,5713,225,658,581
PBANKA_0828800,5263,6252,6420,1507,5410,6618
PBANKA_0812600,93578,107219,90154,3392,7278,8612
PBANKA_1231300,74641,90197,93741,14139,35018,46555
PBANKA_0719300,5935,9819,7306,582,2026,1559
PBANKA_1422600,489,1383,791,10,70,33
PBANKA_0205900,16682,25152,22802,966,3214,3355
PBANKA_1238700,1927,3598,2983,203,775,682
PBANKA_1217300,2145,3487,3323,197,770,903
PBANKA_1132300,85632,101217,85196,4246,8571,9112
PBANKA_1140200,8677,12374,12155,690,1580,1934
PBANKA_0904500,4264,6276,4628,316,947,686
PBANKA_0939100,93795,104002,107501,8201,15115,20646
PBANKA_0940300,4250,6434,5320,418,750,868
PBANKA_1110121,8,12,15,5,6,6
PBANKA_0904000,4258,4626,5093,345,727,1272
PBANKA_1455500,1805,2204,1918,113,243,342
PBANKA_1346000,2372,3738,3040,182,486,442
PBANKA_0208200,2784,4674,3495,182,710,471
PBANKA_1138500,1290,1551,1279,52,213,239
PBANKA_0815400,82781,92941,85233,9190,21357,28886
PBANKA_1020300,31698,36864,35009,2411,4799,6417
PBANKA_0722700,5,13,15,2,0,0
PBANKA_0615700,42128,53319,50561,4441,8739,8745
PBANKA_0944121,0,2,1,0,0,0
PBANKA_1331400,84527,127773,104210,5809,14845,12804
PBANKA_1031300,8452,10645,8612,518,1127,1349
PBANKA_0823400,28751,59553,42754,3179,8089,6602
PBANKA_1333400,1005,1365,1176,94,224,192
PBANKA_0517200,3309,6141,5010,288,780,705
PBANKA_0605900,6702,7940,7307,743,1303,1610
PBANKA_1401800,1590,2592,1988,70,298,223
PBANKA_0831800,3803,5258,4625,360,1116,1228
PBANKA_1139200,1381,2335,1560,54,199,152
PBANKA_1120200,1001,1873,1699,166,325,369
PBANKA_MIT01500,0,0,0,0,0,0
PBANKA_1437000,4170,8178,6509,256,872,675
PBANKA_1434600,147843,167012,148767,10769,21397,24265
PBANKA_1324400,10527,19814,14906,790,2863,2959
PBANKA_0410500,11134,16339,15069,1258,2679,2908
PBANKA_1456400,3575,6020,4511,200,572,402
PBANKA_1418100,1221,2115,1774,4402,8024,9325
PBANKA_0717300,47648,57803,52824,4096,7408,7878
PBANKA_0601800,770,1057,806,43,236,198
PBANKA_0937800,5610,7800,7336,300,820,979
PBANKA_1107000,1381,1915,1645,149,430,478
PBANKA_1338600,21265,38249,30478,1053,3253,2647
PBANKA_1456200,7571,13696,10592,689,1941,1685
PBANKA_0402000,4922,7089,6564,498,1364,1386
PBANKA_1442900,773,1488,1085,37,151,126
PBANKA_1107100,22531,27244,24491,2524,5364,6058
PBANKA_0703900,12626,28269,21501,1905,7134,4967
PBANKA_1221900,1309,1645,1554,172,813,816
PBANKA_1014900,15692,23220,18920,1209,3278,3056
PBANKA_1347800,4131,5966,5680,609,1278,1377
PBANKA_1142000,386,650,456,25,83,65
PBANKA_1343700,11155,11897,10500,792,1832,2290
PBANKA_1318900,3945,5739,5340,864,2601,2873
PBANKA_0712900,164883,178601,148876,10704,31849,43905
PBANKA_1430300,34133,39630,36886,4256,8957,11590
PBANKA_0617900,5127,7082,5495,425,1021,950
PBANKA_0832200,1591,3364,2244,80,338,137
PBANKA_0910900,10604,12343,10830,1135,2718,3094
PBANKA_0403800,9575,15651,12460,689,1841,1706
PBANKA_1426600,1679,1957,1856,98,300,272
PBANKA_0105800,4835,5427,4947,298,622,749
PBANKA_0907100,114295,134164,125764,11865,22869,28517
PBANKA_0619900,5242,8915,7779,532,1326,1399
PBANKA_1361900,1260,2202,1648,55,233,166
PBANKA_1240500,569,1093,848,55,122,171
PBANKA_0407700,15626,26311,20840,2198,8151,6942
PBANKA_1133800,10266,13886,12854,1123,2334,2502
PBANKA_0609600,187,250,301,50,73,158
PBANKA_1423000,6705,7072,7905,341,874,1463
PBANKA_1319700,3907,5744,5531,547,1001,981
PBANKA_0310000,7740,13909,10180,829,2707,1871
PBANKA_0417100,2685,3598,3599,344,772,827
PBANKA_1128300,1700,3663,2839,123,492,406
PBANKA_0101800,42781,53383,43968,2666,5925,6808
PBANKA_0713300,2995,6210,4053,355,1216,788
PBANKA_0609250,4,3,2,1,6,3
PBANKA_0943200,3133,5167,4044,173,713,645
PBANKA_1400011,1,1,19,0,0,1
PBANKA_0403400,1432,1947,1412,63,121,143
PBANKA_1038400,5238,6838,6579,721,2126,2795
PBANKA_0908900,6252,8107,7522,828,1719,1958
PBANKA_1022500,3659,4977,5211,420,817,1041
PBANKA_1447000,5091,6158,5488,660,1700,1794
PBANKA_0410700,1792,2607,2055,74,247,203
PBANKA_0836981,64,82,101,0,13,10
PBANKA_1142300,4578,7258,7388,332,845,1037
PBANKA_1318700,5598,6698,6057,620,1281,1355
PBANKA_0300600,17649,33766,25637,1879,6095,5084
PBANKA_0700081,76,126,139,16,42,29
PBANKA_0107400,75817,91073,76475,8719,16942,19489
PBANKA_1410200,1972,2679,2618,291,695,794
PBANKA_0309600,563,932,704,33,117,99
PBANKA_0600086,289,441,546,135,376,315
PBANKA_0824700,11919,18481,15578,1710,3388,3623
PBANKA_0716800,40,42,55,6,16,31
PBANKA_1431900,3315,6257,5083,362,1026,915
PBANKA_1238000,2574,3847,2872,109,419,292
PBANKA_1323300,5055,6348,5235,462,1023,1181
PBANKA_1130100,1210,1930,1423,125,303,243
PBANKA_0807100,1432,2785,2254,107,237,236
PBANKA_0611500,3048,3145,3343,304,530,855
PBANKA_1320300,801,2029,1342,66,202,120
PBANKA_API00160,4,10,1,0,0,15
PBANKA_0401700,5747,8255,7072,235,609,623
PBANKA_1357800,41431,61935,54897,4761,10066,10297
PBANKA_0619500,6755,7090,5539,129,416,563
PBANKA_1216500,16594,37340,26208,1862,7524,5510
PBANKA_1003000,612,1336,1011,48,156,123
PBANKA_0914700,4223,7986,7107,469,881,710
PBANKA_0411700,7536,11296,8364,525,1535,1458
PBANKA_1237200,5897,7861,6858,777,1513,1637
PBANKA_1354300,28315,39508,36417,3995,8716,10093
PBANKA_0828600,5493,7408,6220,665,1656,1625
PBANKA_0603400,920,1754,1402,53,179,183
PBANKA_1110300,12747,17651,16404,1739,3247,3050
PBANKA_0201800,2058,3804,2614,101,323,236
PBANKA_0822600,4578,6748,5919,311,828,820
PBANKA_1422700,5108,7169,6570,872,2380,2689
PBANKA_1305800,548,866,670,38,170,169
PBANKA_1401500,2884,4468,3533,320,964,808
PBANKA_0904600,22212,25085,24424,1609,3327,3426
PBANKA_API00025,0,0,0,0,0,0
PBANKA_0938600,4166,7831,5615,323,962,774
PBANKA_1439900,2428,3244,2816,143,324,472
PBANKA_0810700,123015,141256,145401,17403,31022,38936
PBANKA_1107900,12706,21726,18529,1864,7199,7034
PBANKA_1203700,38386,46049,43706,4117,7263,8683
PBANKA_MIT00100,0,0,0,0,0,0
PBANKA_0104700,13483,18292,15399,1343,5411,5884
PBANKA_0502200,5963,11058,7889,341,1183,904
PBANKA_0700561,1164,2087,1845,81,226,260
PBANKA_0706400,14704,19181,15930,1211,2832,2508
PBANKA_1355600,322,373,376,28,41,64
PBANKA_1426000,1325,2856,2106,72,270,163
PBANKA_1342800,2148,2716,2497,161,408,432
PBANKA_1215600,15670,30058,23828,1388,4778,4323
PBANKA_0202500,20508,23534,19510,976,2583,2214
PBANKA_0301300,53364,71718,62430,8584,26724,37318
PBANKA_1222000,2571,3745,2509,52,192,184
PBANKA_1337000,6033,9298,8140,438,1006,919
PBANKA_1303900,140039,163968,159364,12461,24156,29215
PBANKA_1024800,7765,10661,8695,1009,2874,2942
PBANKA_0006300,9,16,14,1,1,5
PBANKA_0511600,676,1179,898,72,256,163
PBANKA_1115100,5629,7942,6865,458,1354,1206
PBANKA_1347600,1823,3739,2989,256,690,566
PBANKA_0713100,22462,22807,22514,1011,4141,3941
PBANKA_1402200,7997,10960,9557,871,1685,1916
PBANKA_0520000,4178,7641,6427,445,1122,965
PBANKA_1101500,2650,3815,3268,199,561,536
PBANKA_1427700,2975,5358,4061,619,1303,826
PBANKA_1353900,17141,19266,15868,826,1557,2038
PBANKA_1039600,5113,9497,7037,347,1124,835
PBANKA_1145300,4375,5826,4783,364,798,797
PBANKA_0623651,7,16,13,0,2,1
PBANKA_0821600,4852,5824,5054,127,355,321
PBANKA_1119300,2953,3601,3318,317,1129,1085
PBANKA_1433900,3338,4310,3738,108,375,453
PBANKA_1123300,5858,8209,6606,354,815,752
PBANKA_0608900,3433,5356,3790,110,375,357
PBANKA_1357400,501,877,700,27,113,99
PBANKA_0807700,16084,19227,18877,1028,2399,2587
PBANKA_1207900,6813,8499,8838,360,1452,1752
PBANKA_0522500,2714,3963,3299,179,434,437
PBANKA_1324000,4145,8086,4671,236,1469,937
PBANKA_0943000,376,486,440,66,72,134
PBANKA_0418400,493,747,788,15,91,77
PBANKA_1101100,10242,15131,14625,395,1405,1441
PBANKA_0524800,19480,40129,30794,1876,7966,6846
PBANKA_0910100,1752,2839,2156,54,262,228
PBANKA_1341200,3257,4423,3423,156,492,496
PBANKA_0931100,22953,27575,21420,2655,8424,8675
PBANKA_API00280,5,22,9,0,4,22
PBANKA_1461000,2331,3152,2783,144,290,437
PBANKA_0915500,1208,1878,1306,61,262,160
PBANKA_1323100,1046,1729,1572,46,181,106
PBANKA_1121500,3132,4029,3846,312,1723,2019
PBANKA_1417400,5016,6342,6475,777,1285,1327
PBANKA_1219500,7838,15236,13344,881,2631,2401
PBANKA_0718500,1673,1951,1682,63,212,283
PBANKA_0924900,10929,19204,15523,1516,3110,2733
PBANKA_0601000,5700,8041,6679,447,1073,1149
PBANKA_1228900,48676,60828,59422,10088,18197,21316
PBANKA_1457800,11330,17381,14306,1394,3077,2793
PBANKA_0404100,11233,16395,13923,1232,2713,2135
PBANKA_0000701,37,0,0,0,0,0
PBANKA_1348100,2152,3150,2342,65,250,276
PBANKA_0204800,17516,24885,20403,1305,3040,2797
PBANKA_1335300,5964,8574,8120,497,1347,1571
PBANKA_1325900,1057,1540,1408,121,380,415
PBANKA_0909100,1221,2249,1519,65,336,341
PBANKA_1433400,1052,1491,1495,49,147,196
PBANKA_0611900,2133,3297,2668,154,537,603
PBANKA_1127900,1424,2824,2263,80,229,175
PBANKA_0836300,29770,45586,37117,2030,6056,5511
PBANKA_1117900,3567,4359,4222,410,899,1040
PBANKA_0935500,42303,54601,44636,2073,5479,4528
PBANKA_0519100,15267,19789,18989,989,4241,3373
PBANKA_0829700,4861,7254,6431,358,809,914
PBANKA_0917100,6673,7571,7011,461,964,1052
PBANKA_API00005,0,0,0,0,0,0
PBANKA_1245600,509,1115,828,47,148,116
PBANKA_1133300,4060,7788,6288,739,3234,2220
PBANKA_1314900,63185,79223,64203,4585,9225,10307
PBANKA_1205700,1190,1501,1301,31,129,254
PBANKA_0940800,3074,4322,3676,209,745,624
PBANKA_1226100,59588,80448,69025,4231,9746,9330
PBANKA_1228800,4326,4281,4434,303,721,1051
PBANKA_0916300,124,200,190,15,20,53
PBANKA_1246141,0,0,0,0,0,0
PBANKA_0930900,7187,9962,8793,541,1396,1464
PBANKA_1209300,2433,3555,2875,147,516,443
PBANKA_1113000,15779,35371,26897,2335,6947,6906
PBANKA_1146241,82,115,117,7,52,32
PBANKA_0717200,27259,35716,30926,1626,3737,3660
PBANKA_1200041,0,0,0,0,0,0
PBANKA_1245500,26247,26744,26215,1338,2665,3357
PBANKA_0831600,11175,13071,11477,508,1126,1393
PBANKA_1236800,14029,14526,13629,920,1836,2464
PBANKA_0107300,11663,23345,15198,1098,3144,2205
PBANKA_0520800,2219,2683,2052,74,346,301
PBANKA_0819600,3752,3432,3759,281,482,894
PBANKA_0514100,14538,22916,21572,1274,2948,2881
PBANKA_0208100,5900,9769,6719,314,1093,870
PBANKA_1315500,17818,29377,24053,2024,5530,4615
PBANKA_0503700,7325,11143,9828,742,1816,1621
PBANKA_1345900,2913,2792,2828,86,319,417
PBANKA_1449000,40269,59511,55924,8734,18705,18881
PBANKA_0505600,3665,6672,5975,333,1379,1016
PBANKA_0201051,529,832,722,44,110,132
PBANKA_0709000,9691,12647,11409,2589,9743,11408
PBANKA_API00041,0,0,0,0,0,0
PBANKA_0202600,114,207,184,6,49,33
PBANKA_1127600,95,206,136,8,18,7
PBANKA_0110900,3353,4317,4105,394,1239,1521
PBANKA_0937100,11677,13064,12024,882,1818,1829
PBANKA_API00441,0,1,0,0,0,2
PBANKA_0215800,147,215,237,28,146,121
PBANKA_0943500,2594,5152,3649,191,591,461
PBANKA_1410400,11225,17893,14454,1876,4251,3704
PBANKA_1244900,337,387,317,20,57,60
PBANKA_0711500,1202,1489,1439,94,296,334
PBANKA_0612300,11265,16056,13964,884,1735,1660
PBANKA_1234800,18277,33439,28503,2383,7185,6986
PBANKA_1328600,703,1283,1019,44,132,112
PBANKA_0705200,3407,5354,3961,396,1872,1528
PBANKA_1316800,4760,5485,5051,435,965,1063
PBANKA_1354351,727,749,682,189,205,964
PBANKA_0105900,3629,4939,3919,157,455,357
PBANKA_0411100,1743,2707,2209,94,304,223
PBANKA_1312200,8736,12688,9763,587,1389,1526
PBANKA_1432700,3731,5403,5052,369,798,983
PBANKA_0316500,1146,1539,1584,41,268,176
PBANKA_1217400,3611,6041,5379,149,617,492
